"Fisktegund","Óslægt","skip","id","date","gear","harbour"
"Ýsa",70,"363","752647","31.08.2020","Net","Keflavík"
"Skarkoli",55,"363","752647","31.08.2020","Net","Keflavík"
"Þorskur",6185,"363","752647","31.08.2020","Net","Keflavík"
"Ýsa",96,"363","752518","30.08.2020","Net","Keflavík"
"Skarkoli",51,"363","752518","30.08.2020","Net","Keflavík"
"Þorskur",3538,"363","752518","30.08.2020","Net","Keflavík"
"Þorskur",3629,"363","752452","29.08.2020","Net","Keflavík"
"Skarkoli",105,"363","752399","28.08.2020","Net","Keflavík"
"Þorskur",3896,"363","752399","28.08.2020","Net","Keflavík"
"Ýsa",251,"363","752269","27.08.2020","Net","Keflavík"
"Skarkoli",117,"363","752269","27.08.2020","Net","Keflavík"
"Þorskur",3220,"363","752269","27.08.2020","Net","Keflavík"
"Skarkoli",170,"363","752132","26.08.2020","Net","Keflavík"
"Þorskur",2811,"363","752132","26.08.2020","Net","Keflavík"
"Skarkoli",67,"363","751979","25.08.2020","Net","Keflavík"
"Þorskur",2331,"363","751979","25.08.2020","Net","Keflavík"
"Skarkoli",63,"363","751613","21.08.2020","Net","Keflavík"
"Þorskur",2751,"363","751613","21.08.2020","Net","Keflavík"
"Skarkoli",164,"363","751520","20.08.2020","Net","Keflavík"
"Þorskur",3790,"363","751520","20.08.2020","Net","Keflavík"
"Skarkoli",30,"363","751271","19.08.2020","Net","Keflavík"
"Þorskur",3406,"363","751271","19.08.2020","Net","Keflavík"
"Skarkoli",65,"363","750840","18.08.2020","Net","Keflavík"
"Þorskur",4029,"363","750840","18.08.2020","Net","Keflavík"
"Skarkoli",125,"363","750239","17.08.2020","Net","Keflavík"
"Þorskur",4940,"363","750239","17.08.2020","Net","Keflavík"
"Skarkoli",273,"363","750056","16.08.2020","Net","Keflavík"
"Þorskur",5543,"363","750056","16.08.2020","Net","Keflavík"
"Þorskur",4583,"363","750013","15.08.2020","Net","Keflavík"
"Þorskur",6425,"363","749990","14.08.2020","Net","Keflavík"
"Ufsi",4,"363","749881","13.08.2020","Net","Keflavík"
"Langa",21,"363","749881","13.08.2020","Net","Keflavík"
"Skarkoli",85,"363","749881","13.08.2020","Net","Keflavík"
"Þorskur",6979,"363","749881","13.08.2020","Net","Keflavík"
"Skarkoli",190,"363","748758","12.08.2020","Net","Keflavík"
"Þorskur",4667,"363","748758","12.08.2020","Net","Keflavík"
"Skarkoli",170,"363","748259","11.08.2020","Net","Keflavík"
"Þorskur",7908,"363","748259","11.08.2020","Net","Keflavík"
"Skarkoli",315,"363","747920","10.08.2020","Net","Keflavík"
"Þorskur",4019,"363","747920","10.08.2020","Net","Keflavík"
"Þorskur",3623,"363","747768","09.08.2020","Net","Keflavík"
"Þorskur",2325,"363","747745","08.08.2020","Net","Keflavík"
"Ýsa",20,"363","747714","07.08.2020","Net","Keflavík"
"Skarkoli",58,"363","747714","07.08.2020","Net","Keflavík"
"Þorskur",3764,"363","747714","07.08.2020","Net","Keflavík"
"Ýsa",18,"363","747365","06.08.2020","Net","Keflavík"
"Skarkoli",207,"363","747365","06.08.2020","Net","Keflavík"
"Þorskur",2426,"363","747365","06.08.2020","Net","Keflavík"
"Þorskur",2386,"363","747261","05.08.2020","Net","Keflavík"
"Ufsi",11,"363","745728","29.07.2020","Net","Keflavík"
"Langa",210,"363","745728","29.07.2020","Net","Keflavík"
"Þorskur",4206,"363","745728","29.07.2020","Net","Keflavík"
"Ufsi",115,"363","745199","28.07.2020","Net","Sandgerði"
"Ýsa",846,"363","745199","28.07.2020","Net","Sandgerði"
"Langa",239,"363","745199","28.07.2020","Net","Sandgerði"
"Þorskur",5948,"363","745199","28.07.2020","Net","Sandgerði"
"Ufsi",1294,"363","744947","27.07.2020","Net","Sandgerði"
"Ýsa",1120,"363","744947","27.07.2020","Net","Sandgerði"
"Langa",528,"363","744947","27.07.2020","Net","Sandgerði"
"Þorskur",7137,"363","744947","27.07.2020","Net","Sandgerði"
"Ufsi",4314,"363","744919","26.07.2020","Net","Sandgerði"
"Langa",424,"363","744919","26.07.2020","Net","Sandgerði"
"Þorskur",1921,"363","744919","26.07.2020","Net","Sandgerði"
"Ufsi",4327,"363","744902","25.07.2020","Net","Sandgerði"
"Langa",408,"363","744902","25.07.2020","Net","Sandgerði"
"Þorskur",2456,"363","744902","25.07.2020","Net","Sandgerði"
"Ufsi",2568,"363","744875","24.07.2020","Net","Sandgerði"
"Langa",276,"363","744875","24.07.2020","Net","Sandgerði"
"Þorskur",4662,"363","744875","24.07.2020","Net","Sandgerði"
"Ufsi",4095,"363","744572","23.07.2020","Net","Sandgerði"
"Ýsa",170,"363","744572","23.07.2020","Net","Sandgerði"
"Langa",201,"363","744572","23.07.2020","Net","Sandgerði"
"Þorskur",4673,"363","744572","23.07.2020","Net","Sandgerði"
"Ufsi",1545,"363","744028","22.07.2020","Net","Sandgerði"
"Ýsa",88,"363","744028","22.07.2020","Net","Sandgerði"
"Langa",223,"363","744028","22.07.2020","Net","Sandgerði"
"Þorskur",7892,"363","744028","22.07.2020","Net","Sandgerði"
"Skötuselur",22,"363","744028","22.07.2020","Net","Sandgerði"
"Ufsi",218,"363","743579","21.07.2020","Net","Sandgerði"
"Ýsa",36,"363","743579","21.07.2020","Net","Sandgerði"
"Þorskur",743,"363","743579","21.07.2020","Net","Sandgerði"
"Karfi / Gullkarfi",5,"363","743579","21.07.2020","Net","Sandgerði"
"Ufsi",10,"363","742942","20.07.2020","Net","Sandgerði"
"Ýsa",29,"363","742942","20.07.2020","Net","Sandgerði"
"Langa",190,"363","742942","20.07.2020","Net","Sandgerði"
"Skata",31,"363","742942","20.07.2020","Net","Sandgerði"
"Þorskur",315,"363","742942","20.07.2020","Net","Sandgerði"
"Ufsi",117,"363","742728","16.07.2020","Net","Sandgerði"
"Ýsa",288,"363","742728","16.07.2020","Net","Sandgerði"
"Langa",50,"363","742728","16.07.2020","Net","Sandgerði"
"Þorskur",4688,"363","742728","16.07.2020","Net","Sandgerði"
"Skötuselur",28,"363","742728","16.07.2020","Net","Sandgerði"
"Ýsa",10,"363","742336","15.07.2020","Net","Sandgerði"
"Þorskur",2595,"363","742336","15.07.2020","Net","Sandgerði"
"Ufsi",105,"363","741741","14.07.2020","Net","Sandgerði"
"Ýsa",46,"363","741741","14.07.2020","Net","Sandgerði"
"Langa",56,"363","741741","14.07.2020","Net","Sandgerði"
"Þorskur",1826,"363","741741","14.07.2020","Net","Sandgerði"
"Skötuselur",20,"363","741741","14.07.2020","Net","Sandgerði"
"Ufsi",83,"363","741042","10.07.2020","Net","Sandgerði"
"Ýsa",201,"363","741042","10.07.2020","Net","Sandgerði"
"Langa",91,"363","741042","10.07.2020","Net","Sandgerði"
"Þorskur",2111,"363","741042","10.07.2020","Net","Sandgerði"
"Skötuselur",139,"363","741042","10.07.2020","Net","Sandgerði"
"Ýsa",110,"363","739902","09.07.2020","Net","Sandgerði"
"Þorskur",1685,"363","739902","09.07.2020","Net","Sandgerði"
"Skötuselur",133,"363","739902","09.07.2020","Net","Sandgerði"
"Steinbítur",16,"363","739902","09.07.2020","Net","Sandgerði"
"Ufsi",289,"363","739509","08.07.2020","Net","Sandgerði"
"Ýsa",392,"363","739509","08.07.2020","Net","Sandgerði"
"Langa",91,"363","739509","08.07.2020","Net","Sandgerði"
"Þorskur",3661,"363","739509","08.07.2020","Net","Sandgerði"
"Skötuselur",200,"363","739509","08.07.2020","Net","Sandgerði"
"Ufsi",842,"363","738878","07.07.2020","Net","Sandgerði"
"Ýsa",340,"363","738878","07.07.2020","Net","Sandgerði"
"Langa",183,"363","738878","07.07.2020","Net","Sandgerði"
"Þorskur",4567,"363","738878","07.07.2020","Net","Sandgerði"
"Skötuselur",277,"363","738878","07.07.2020","Net","Sandgerði"
"Ufsi",1225,"363","738487","06.07.2020","Net","Sandgerði"
"Ýsa",210,"363","738487","06.07.2020","Net","Sandgerði"
"Langa",211,"363","738487","06.07.2020","Net","Sandgerði"
"Lúða",16,"363","738487","06.07.2020","Net","Sandgerði"
"Þorskur",6871,"363","738487","06.07.2020","Net","Sandgerði"
"Skötuselur",480,"363","738487","06.07.2020","Net","Sandgerði"
"Ufsi",1255,"363","738459","05.07.2020","Net","Sandgerði"
"Langa",88,"363","738459","05.07.2020","Net","Sandgerði"
"Þorskur",3451,"363","738459","05.07.2020","Net","Sandgerði"
"Þorskur",3236,"363","738441","04.07.2020","Net","Sandgerði"
"Þorskur",1650,"363","738388","03.07.2020","Net","Sandgerði"
"Ufsi",202,"363","737858","02.07.2020","Net","Sandgerði"
"Ýsa",40,"363","737858","02.07.2020","Net","Sandgerði"
"Langa",8,"363","737858","02.07.2020","Net","Sandgerði"
"Þorskur",2318,"363","737858","02.07.2020","Net","Sandgerði"
"Skötuselur",62,"363","737858","02.07.2020","Net","Sandgerði"
"Þorskur",3768,"363","728949","29.05.2020","Net","Keflavík"
"Þorskur",3368,"363","728674","28.05.2020","Net","Keflavík"
"Þorskur",3710,"363","728544","27.05.2020","Net","Keflavík"
"Ýsa",35,"363","728336","26.05.2020","Net","Keflavík"
"Þorskur",5163,"363","728336","26.05.2020","Net","Keflavík"
"Ufsi",238,"363","727877","25.05.2020","Net","Keflavík"
"Þorskur",2215,"363","727877","25.05.2020","Net","Keflavík"
"Ufsi",160,"363","727726","24.05.2020","Net","Keflavík"
"Ýsa",18,"363","727726","24.05.2020","Net","Keflavík"
"Þorskur",3007,"363","727726","24.05.2020","Net","Keflavík"
"Ufsi",86,"363","727679","23.05.2020","Net","Keflavík"
"Ýsa",36,"363","727679","23.05.2020","Net","Keflavík"
"Þorskur",3510,"363","727679","23.05.2020","Net","Keflavík"
"Ýsa",83,"363","727592","22.05.2020","Net","Keflavík"
"Þorskur",6274,"363","727592","22.05.2020","Net","Keflavík"
"Ufsi",256,"363","727389","21.05.2020","Net","Keflavík"
"Ýsa",106,"363","727389","21.05.2020","Net","Keflavík"
"Þorskur",3935,"363","727389","21.05.2020","Net","Keflavík"
"Ufsi",292,"363","727135","20.05.2020","Net","Keflavík"
"Ýsa",110,"363","727135","20.05.2020","Net","Keflavík"
"Þorskur",4239,"363","727135","20.05.2020","Net","Keflavík"
"Þorskur",2050,"363","726692","19.05.2020","Net","Keflavík"
"Þorskur",7536,"363","725786","15.05.2020","Net","Keflavík"
"Þorskur",8638,"363","725536","14.05.2020","Net","Keflavík"
"Þorskur",6205,"363","725032","13.05.2020","Net","Keflavík"
"Þorskur",7824,"363","724456","12.05.2020","Net","Keflavík"
"Þorskur",6346,"363","724071","11.05.2020","Net","Keflavík"
"Þorskur",5173,"363","723922","10.05.2020","Net","Keflavík"
"Þorskur",5237,"363","723828","09.05.2020","Net","Keflavík"
"Þorskur",8452,"363","723732","08.05.2020","Net","Keflavík"
"Ufsi",494,"363","723240","07.05.2020","Net","Keflavík"
"Þorskur",10723,"363","723240","07.05.2020","Net","Keflavík"
"Þorskur",3961,"363","722978","06.05.2020","Net","Keflavík"
"Þorskur",10671,"363","722720","05.05.2020","Net","Keflavík"
"Þorskur",6969,"363","722555","04.05.2020","Net","Keflavík"
"Þorskur",4392,"363","722356","03.05.2020","Net","Keflavík"
"Þorskur",6268,"363","722155","02.05.2020","Net","Keflavík"
"Þorskur",11338,"363","721988","30.04.2020","Net","Keflavík"
"Þorskur",6019,"363","721793","29.04.2020","Net","Keflavík"
"Þorskur",7765,"363","721466","28.04.2020","Net","Keflavík"
"Þorskur",10164,"363","721143","27.04.2020","Net","Keflavík"
"Þorskur",3848,"363","720843","26.04.2020","Net","Keflavík"
"Þorskur",7508,"363","720740","25.04.2020","Net","Keflavík"
"Þorskur",9219,"363","720507","24.04.2020","Net","Keflavík"
"Þorskur",6599,"363","720209","23.04.2020","Net","Keflavík"
"Þorskur",14239,"363","719941","22.04.2020","Net","Keflavík"
"Þorskur",4076,"363","719799","21.04.2020","Net","Keflavík"
"Þorskur",15892,"363","718475","09.04.2020","Net","Keflavík"
"Ufsi",177,"363","718365","08.04.2020","Net","Keflavík"
"Langa",39,"363","718365","08.04.2020","Net","Keflavík"
"Þorskur",3967,"363","718365","08.04.2020","Net","Keflavík"
"Ufsi",108,"363","718195","04.04.2020","Net","Sandgerði"
"Þorskur",4529,"363","718195","04.04.2020","Net","Sandgerði"
"Þorskur",9168,"363","718129","03.04.2020","Net","Sandgerði"
"Þorskur",12045,"363","717822","31.03.2020","Net","Keflavík"
"Þorskur",10843,"363","717750","30.03.2020","Net","Keflavík"
"Þorskur",7507,"363","717619","29.03.2020","Net","Keflavík"
"Þorskur",6113,"363","717543","28.03.2020","Net","Keflavík"
"Þorskur",5355,"363","717389","27.03.2020","Net","Keflavík"
"Ufsi",15,"363","717326","26.03.2020","Net","Keflavík"
"Þorskur",5840,"363","717326","26.03.2020","Net","Keflavík"
"Þorskur",12050,"363","717174","25.03.2020","Net","Keflavík"
"Þorskur",3469,"363","717030","24.03.2020","Net","Keflavík"
"Ufsi",87,"363","716831","21.03.2020","Net","Keflavík"
"Þorskur",16342,"363","716831","21.03.2020","Net","Keflavík"
"Þorskur",5726,"363","716869","21.03.2020","Net","Keflavík"
"Skarkoli",41,"363","716782","20.03.2020","Net","Keflavík"
"Þorskur",1404,"363","716782","20.03.2020","Net","Keflavík"
"Rauðmagi",5,"363","716782","20.03.2020","Net","Keflavík"
"Skarkoli",41,"363","716611","19.03.2020","Net","Keflavík"
"Þorskur",3738,"363","716611","19.03.2020","Net","Keflavík"
"Grásleppa",10,"363","716611","19.03.2020","Net","Keflavík"
"Ufsi",31,"363","716491","18.03.2020","Net","Sandgerði"
"Þorskur",16911,"363","716491","18.03.2020","Net","Sandgerði"
"Þorskur",15358,"363","716457","17.03.2020","Net","Sandgerði"
"Ufsi",50,"363","716363","16.03.2020","Net","Sandgerði"
"Þorskur",8931,"363","716363","16.03.2020","Net","Sandgerði"
"Þorskur",15476,"363","716267","15.03.2020","Net","Sandgerði"
"Þorskur",5744,"363","716169","14.03.2020","Net","Sandgerði"
"Skarkoli",11,"363","716086","13.03.2020","Net","Sandgerði"
"Þorskur",10132,"363","716086","13.03.2020","Net","Sandgerði"
"Ýsa",12,"363","715986","12.03.2020","Net","Sandgerði"
"Skarkoli",43,"363","715986","12.03.2020","Net","Sandgerði"
"Þorskur",8024,"363","715986","12.03.2020","Net","Sandgerði"
"Þorskur",5542,"363","715931","11.03.2020","Net","Sandgerði"
"Þorskur",15154,"363","715883","10.03.2020","Net","Sandgerði"
"Þorskur",15258,"363","715816","09.03.2020","Net","Sandgerði"
"Þorskur",13406,"363","715652","06.03.2020","Net","Sandgerði"
"Ufsi",12,"363","715501","05.03.2020","Net","Sandgerði"
"Ýsa",8,"363","715501","05.03.2020","Net","Sandgerði"
"Langa",68,"363","715501","05.03.2020","Net","Sandgerði"
"Skarkoli",11,"363","715501","05.03.2020","Net","Sandgerði"
"Þorskur",3517,"363","715501","05.03.2020","Net","Sandgerði"
"Ýsa",4,"363","715393","04.03.2020","Net","Sandgerði"
"Skarkoli",22,"363","715393","04.03.2020","Net","Sandgerði"
"Þorskur",13269,"363","715393","04.03.2020","Net","Sandgerði"
"Ufsi",50,"363","715291","03.03.2020","Net","Sandgerði"
"Þorskur",9486,"363","715291","03.03.2020","Net","Sandgerði"
"Ufsi",39,"363","715236","02.03.2020","Net","Sandgerði"
"Langa",31,"363","715236","02.03.2020","Net","Sandgerði"
"Þorskur",11855,"363","715236","02.03.2020","Net","Sandgerði"
"Langa",96,"363","715188","01.03.2020","Net","Sandgerði"
"Þorskur",9313,"363","715188","01.03.2020","Net","Sandgerði"
"Ufsi",37,"363","715112","29.02.2020","Net","Sandgerði"
"Ýsa",14,"363","715112","29.02.2020","Net","Sandgerði"
"Þorskur",7004,"363","715112","29.02.2020","Net","Sandgerði"
"Þorskur",5569,"363","715087","28.02.2020","Net","Sandgerði"
"Þorskur",18452,"363","715042","27.02.2020","Net","Sandgerði"
"Þorskur",4531,"363","715064","27.02.2020","Net","Sandgerði"
"Þorskur",8400,"363","714975","26.02.2020","Net","Sandgerði"
"Ýsa",279,"363","714900","25.02.2020","Net","Sandgerði"
"Þorskur",9192,"363","714900","25.02.2020","Net","Sandgerði"
"Ufsi",71,"363","714778","24.02.2020","Net","Sandgerði"
"Þorskur",10888,"363","714778","24.02.2020","Net","Sandgerði"
"Ufsi",8,"363","714646","22.02.2020","Net","Sandgerði"
"Ýsa",248,"363","714646","22.02.2020","Net","Sandgerði"
"Langa",53,"363","714646","22.02.2020","Net","Sandgerði"
"Þorskur",6296,"363","714646","22.02.2020","Net","Sandgerði"
"Ufsi",13,"363","714611","21.02.2020","Net","Sandgerði"
"Ýsa",283,"363","714611","21.02.2020","Net","Sandgerði"
"Langa",16,"363","714611","21.02.2020","Net","Sandgerði"
"Þorskur",7927,"363","714611","21.02.2020","Net","Sandgerði"
"Ýsa",193,"363","714569","20.02.2020","Net","Sandgerði"
"Langa",61,"363","714569","20.02.2020","Net","Sandgerði"
"Þorskur",4387,"363","714569","20.02.2020","Net","Sandgerði"
"Ýsa",35,"363","714448","19.02.2020","Net","Sandgerði"
"Langa",28,"363","714448","19.02.2020","Net","Sandgerði"
"Þorskur",9164,"363","714448","19.02.2020","Net","Sandgerði"
"Ýsa",179,"363","714323","18.02.2020","Net","Sandgerði"
"Langa",51,"363","714323","18.02.2020","Net","Sandgerði"
"Þorskur",4957,"363","714323","18.02.2020","Net","Sandgerði"
"Ýsa",286,"363","714279","17.02.2020","Net","Sandgerði"
"Þorskur",4830,"363","714279","17.02.2020","Net","Sandgerði"
"Ufsi",113,"363","714156","13.02.2020","Net","Sandgerði"
"Þorskur",6807,"363","714156","13.02.2020","Net","Sandgerði"
"Ufsi",112,"363","714056","12.02.2020","Net","Sandgerði"
"Ýsa",14,"363","714056","12.02.2020","Net","Sandgerði"
"Skarkoli",17,"363","714056","12.02.2020","Net","Sandgerði"
"Þorskur",11631,"363","714056","12.02.2020","Net","Sandgerði"
"Ufsi",61,"363","713967","11.02.2020","Net","Sandgerði"
"Ýsa",129,"363","713967","11.02.2020","Net","Sandgerði"
"Langa",35,"363","713967","11.02.2020","Net","Sandgerði"
"Þorskur",7049,"363","713967","11.02.2020","Net","Sandgerði"
"Ufsi",77,"363","713994","11.02.2020","Net","Sandgerði"
"Þorskur",9955,"363","713994","11.02.2020","Net","Sandgerði"
"Ufsi",24,"363","713915","10.02.2020","Net","Keflavík"
"Ýsa",38,"363","713915","10.02.2020","Net","Keflavík"
"Langa",29,"363","713915","10.02.2020","Net","Keflavík"
"Þorskur",4625,"363","713915","10.02.2020","Net","Keflavík"
"Skarkoli",41,"363","713704","05.02.2020","Net","Keflavík"
"Þorskur",4398,"363","713704","05.02.2020","Net","Keflavík"
"Ýsa",63,"363","713605","04.02.2020","Net","Keflavík"
"Skarkoli",126,"363","713605","04.02.2020","Net","Keflavík"
"Þorskur",9298,"363","713605","04.02.2020","Net","Keflavík"
"Ýsa",124,"363","713452","03.02.2020","Net","Sandgerði"
"Skarkoli",85,"363","713452","03.02.2020","Net","Sandgerði"
"Þorskur",5538,"363","713452","03.02.2020","Net","Sandgerði"
"Ýsa",229,"363","713317","02.02.2020","Net","Sandgerði"
"Skarkoli",85,"363","713317","02.02.2020","Net","Sandgerði"
"Þorskur",5682,"363","713317","02.02.2020","Net","Sandgerði"
"Ufsi",75,"363","713252","01.02.2020","Net","Sandgerði"
"Ýsa",154,"363","713252","01.02.2020","Net","Sandgerði"
"Langa",18,"363","713252","01.02.2020","Net","Sandgerði"
"Skarkoli",35,"363","713252","01.02.2020","Net","Sandgerði"
"Þorskur",8507,"363","713252","01.02.2020","Net","Sandgerði"
"Ýsa",200,"363","713207","31.01.2020","Net","Sandgerði"
"Skarkoli",13,"363","713207","31.01.2020","Net","Sandgerði"
"Þorskur",2850,"363","713207","31.01.2020","Net","Sandgerði"
"Ufsi",224,"363","713101","30.01.2020","Net","Sandgerði"
"Ýsa",179,"363","713101","30.01.2020","Net","Sandgerði"
"Skarkoli",11,"363","713101","30.01.2020","Net","Sandgerði"
"Þorskur",5663,"363","713101","30.01.2020","Net","Sandgerði"
"Ufsi",258,"363","712988","29.01.2020","Net","Sandgerði"
"Ýsa",218,"363","712988","29.01.2020","Net","Sandgerði"
"Skarkoli",7,"363","712988","29.01.2020","Net","Sandgerði"
"Þorskur",5448,"363","712988","29.01.2020","Net","Sandgerði"
"Skarkoli",22,"363","712877","28.01.2020","Net","Sandgerði"
"Þorskur",6046,"363","712877","28.01.2020","Net","Sandgerði"
"Ýsa",246,"363","712762","27.01.2020","Net","Sandgerði"
"Skarkoli",48,"363","712762","27.01.2020","Net","Sandgerði"
"Þorskur",5757,"363","712762","27.01.2020","Net","Sandgerði"
"Ufsi",1027,"363","712677","26.01.2020","Net","Sandgerði"
"Þorskur",3870,"363","712677","26.01.2020","Net","Sandgerði"
"Ufsi",39,"363","712660","25.01.2020","Net","Sandgerði"
"Skarkoli",65,"363","712660","25.01.2020","Net","Sandgerði"
"Þorskur",117,"363","712660","25.01.2020","Net","Sandgerði"
"Ýsa",36,"363","712563","22.01.2020","Net","Keflavík"
"Þorskur",335,"363","712563","22.01.2020","Net","Keflavík"
"Þorskur",998,"363","712339","18.01.2020","Net","Keflavík"
"Ýsa",361,"363","712273","17.01.2020","Net","Sandgerði"
"Þorskur",1418,"363","712273","17.01.2020","Net","Sandgerði"
"Ufsi",20,"363","712172","16.01.2020","Net","Sandgerði"
"Ýsa",246,"363","712172","16.01.2020","Net","Sandgerði"
"Langa",8,"363","712172","16.01.2020","Net","Sandgerði"
"Skarkoli",8,"363","712172","16.01.2020","Net","Sandgerði"
"Þorskur",944,"363","712172","16.01.2020","Net","Sandgerði"
"Langa",43,"363","711697","30.12.2019","Net","Sandgerði"
"Þorskur",260,"363","711697","30.12.2019","Net","Sandgerði"
"Ufsi",114,"363","711673","29.12.2019","Net","Sandgerði"
"Þorskur",515,"363","711673","29.12.2019","Net","Sandgerði"
"Þorskur",404,"363","711632","28.12.2019","Net","Sandgerði"
"Þorskur",1393,"363","711443","18.12.2019","Net","Sandgerði"
"Þorskur",925,"363","711381","17.12.2019","Net","Sandgerði"
"Ýsa",48,"363","711351","16.12.2019","Net","Sandgerði"
"Þorskur",919,"363","711351","16.12.2019","Net","Sandgerði"
"Þorskur",571,"363","711275","15.12.2019","Net","Sandgerði"
"Ýsa",146,"363","711214","14.12.2019","Net","Sandgerði"
"Þorskur",1130,"363","711214","14.12.2019","Net","Sandgerði"
"Ýsa",29,"363","711091","10.12.2019","Net","Keflavík"
"Þorskur",1102,"363","711091","10.12.2019","Net","Keflavík"
"Ufsi",201,"363","709274","17.11.2019","Net","Keflavík"
"Þorskur",1530,"363","709274","17.11.2019","Net","Keflavík"
"Ufsi",156,"363","709248","16.11.2019","Net","Keflavík"
"Skarkoli",15,"363","709248","16.11.2019","Net","Keflavík"
"Þorskur",939,"363","709248","16.11.2019","Net","Keflavík"
"Ýsa",273,"363","709237","15.11.2019","Net","Keflavík"
"Þorskur",944,"363","709237","15.11.2019","Net","Keflavík"
"Ýsa",686,"363","709082","14.11.2019","Net","Keflavík"
"Þorskur",2233,"363","709082","14.11.2019","Net","Keflavík"
"Ýsa",715,"363","708916","13.11.2019","Net","Keflavík"
"Þorskur",1838,"363","708916","13.11.2019","Net","Keflavík"
"Ýsa",1317,"363","708808","12.11.2019","Net","Keflavík"
"Skarkoli",22,"363","708808","12.11.2019","Net","Keflavík"
"Þorskur",2289,"363","708808","12.11.2019","Net","Keflavík"
"Ýsa",88,"363","708541","07.11.2019","Net","Keflavík"
"Skarkoli",5,"363","708541","07.11.2019","Net","Keflavík"
"Þorskur",506,"363","708541","07.11.2019","Net","Keflavík"
"Ýsa",215,"363","708429","06.11.2019","Net","Keflavík"
"Skarkoli",14,"363","708429","06.11.2019","Net","Keflavík"
"Þorskur",577,"363","708429","06.11.2019","Net","Keflavík"
"Þorskur",1798,"363","708322","05.11.2019","Net","Keflavík"
"Skarkoli",74,"363","708211","04.11.2019","Net","Keflavík"
"Þorskur",582,"363","708211","04.11.2019","Net","Keflavík"
"Þorskur",680,"363","708123","03.11.2019","Net","Keflavík"
"Þorskur",1046,"363","708087","02.11.2019","Net","Keflavík"
"Skarkoli",52,"363","708025","01.11.2019","Net","Keflavík"
"Þorskur",3001,"363","708025","01.11.2019","Net","Keflavík"
"Karfi / Gullkarfi",13,"363","708025","01.11.2019","Net","Keflavík"
"Þorskur",1805,"363","707914","31.10.2019","Net","Keflavík"
"Skarkoli",128,"363","707784","30.10.2019","Net","Keflavík"
"Þorskur",699,"363","707784","30.10.2019","Net","Keflavík"
"Ýsa",8,"363","707692","29.10.2019","Net","Keflavík"
"Skarkoli",90,"363","707692","29.10.2019","Net","Keflavík"
"Þorskur",1418,"363","707692","29.10.2019","Net","Keflavík"
"Karfi / Gullkarfi",11,"363","707692","29.10.2019","Net","Keflavík"
"Þorskur",2143,"363","707569","28.10.2019","Net","Keflavík"
"Skarkoli",13,"363","707434","27.10.2019","Net","Keflavík"
"Þorskur",375,"363","707434","27.10.2019","Net","Keflavík"
"Ýsa",15,"363","706989","18.10.2019","Net","Keflavík"
"Þorskur",1424,"363","706989","18.10.2019","Net","Keflavík"
"Þorskur",1580,"363","706939","17.10.2019","Net","Keflavík"
"Þorskur",2661,"363","706884","16.10.2019","Net","Keflavík"
"Ýsa",10,"363","706821","15.10.2019","Net","Keflavík"
"Skarkoli",14,"363","706821","15.10.2019","Net","Keflavík"
"Þorskur",2232,"363","706821","15.10.2019","Net","Keflavík"
"Karfi / Gullkarfi",3,"363","706821","15.10.2019","Net","Keflavík"
"Þorskur",3421,"363","706736","14.10.2019","Net","Keflavík"
"Ýsa",7,"363","706586","13.10.2019","Net","Keflavík"
"Skarkoli",64,"363","706586","13.10.2019","Net","Keflavík"
"Þorskur",1155,"363","706586","13.10.2019","Net","Keflavík"
"Ýsa",5,"363","706522","12.10.2019","Net","Keflavík"
"Skarkoli",70,"363","706522","12.10.2019","Net","Keflavík"
"Þorskur",1757,"363","706522","12.10.2019","Net","Keflavík"
"Ýsa",6,"363","706494","11.10.2019","Net","Keflavík"
"Skarkoli",22,"363","706494","11.10.2019","Net","Keflavík"
"Þorskur",1119,"363","706494","11.10.2019","Net","Keflavík"
"Karfi / Gullkarfi",5,"363","706494","11.10.2019","Net","Keflavík"
"Ýsa",10,"363","706451","10.10.2019","Net","Keflavík"
"Skarkoli",15,"363","706451","10.10.2019","Net","Keflavík"
"Þorskur",1999,"363","706451","10.10.2019","Net","Keflavík"
"Skarkoli",64,"363","706364","09.10.2019","Net","Keflavík"
"Þorskur",4767,"363","706364","09.10.2019","Net","Keflavík"
"Þorskur",1610,"363","706308","08.10.2019","Net","Keflavík"
"Ýsa",6,"363","706239","07.10.2019","Net","Keflavík"
"Skarkoli",37,"363","706239","07.10.2019","Net","Keflavík"
"Þorskur",3471,"363","706239","07.10.2019","Net","Keflavík"
"Þorskur",651,"363","706129","06.10.2019","Net","Keflavík"
"Ýsa",49,"363","705827","02.10.2019","Net","Keflavík"
"Skarkoli",14,"363","705827","02.10.2019","Net","Keflavík"
"Þorskur",1339,"363","705827","02.10.2019","Net","Keflavík"
"Ýsa",49,"363","705660","01.10.2019","Net","Keflavík"
"Skarkoli",8,"363","705660","01.10.2019","Net","Keflavík"
"Þorskur",3048,"363","705660","01.10.2019","Net","Keflavík"
"Steinbítur",9,"363","705660","01.10.2019","Net","Keflavík"
"Ýsa",6,"363","705315","27.09.2019","Net","Keflavík"
"Skarkoli",116,"363","705315","27.09.2019","Net","Keflavík"
"Þorskur",2685,"363","705315","27.09.2019","Net","Keflavík"
"Skarkoli",104,"363","705223","26.09.2019","Net","Keflavík"
"Þorskur",2901,"363","705223","26.09.2019","Net","Keflavík"
