"Fisktegund","Óslægt","skip","id","date","gear","harbour"
"Skarkoli",61,"1318","703986","16.09.2019","Dragnót 135 mm","Sauðárkrókur"
"Þorskur",1927,"1318","703986","16.09.2019","Dragnót 135 mm","Sauðárkrókur"
"Steinbítur",37,"1318","703986","16.09.2019","Dragnót 135 mm","Sauðárkrókur"
"Ýsa",4357,"1318","703708","12.09.2019","Dragnót 135 mm","Sauðárkrókur"
"Skarkoli",341,"1318","703708","12.09.2019","Dragnót 135 mm","Sauðárkrókur"
"Þorskur",1238,"1318","703708","12.09.2019","Dragnót 135 mm","Sauðárkrókur"
"Steinbítur",11,"1318","703708","12.09.2019","Dragnót 135 mm","Sauðárkrókur"
"Ýsa",7419,"1318","703463","10.09.2019","Dragnót 135 mm","Sauðárkrókur"
"Skarkoli",201,"1318","703463","10.09.2019","Dragnót 135 mm","Sauðárkrókur"
"Þorskur",811,"1318","703463","10.09.2019","Dragnót 135 mm","Sauðárkrókur"
"Ýsa",4211,"1318","703287","09.09.2019","Dragnót 135 mm","Sauðárkrókur"
"Skarkoli",302,"1318","703287","09.09.2019","Dragnót 135 mm","Sauðárkrókur"
"Þorskur",1079,"1318","703287","09.09.2019","Dragnót 135 mm","Sauðárkrókur"
"Ýsa",4965,"1318","703135","08.09.2019","Dragnót 135 mm","Sauðárkrókur"
"Hlýri",3,"1318","703135","08.09.2019","Dragnót 135 mm","Sauðárkrókur"
"Skarkoli",86,"1318","703135","08.09.2019","Dragnót 135 mm","Sauðárkrókur"
"Þorskur",1393,"1318","703135","08.09.2019","Dragnót 135 mm","Sauðárkrókur"
"Steinbítur",34,"1318","703135","08.09.2019","Dragnót 135 mm","Sauðárkrókur"
"Ýsa",10540,"1318","702698","05.09.2019","Dragnót 135 mm","Sauðárkrókur"
"Skarkoli",54,"1318","702698","05.09.2019","Dragnót 135 mm","Sauðárkrókur"
"Þorskur",2208,"1318","702698","05.09.2019","Dragnót 135 mm","Sauðárkrókur"
"Steinbítur",11,"1318","702698","05.09.2019","Dragnót 135 mm","Sauðárkrókur"
"Ýsa",6565,"1318","702539","04.09.2019","Dragnót 135 mm","Sauðárkrókur"
"Skarkoli",161,"1318","702539","04.09.2019","Dragnót 135 mm","Sauðárkrókur"
"Þorskur",1755,"1318","702539","04.09.2019","Dragnót 135 mm","Sauðárkrókur"
"Steinbítur",107,"1318","702539","04.09.2019","Dragnót 135 mm","Sauðárkrókur"
"Ýsa",3369,"1318","702364","02.09.2019","Dragnót 135 mm","Sauðárkrókur"
"Skarkoli",315,"1318","702364","02.09.2019","Dragnót 135 mm","Sauðárkrókur"
"Þorskur",750,"1318","702364","02.09.2019","Dragnót 135 mm","Sauðárkrókur"
"Steinbítur",66,"1318","702364","02.09.2019","Dragnót 135 mm","Sauðárkrókur"
"Ufsi",6,"1321","752671","31.08.2020","Dragnót 135 mm","Ólafsvík"
"Ýsa",1689,"1321","752671","31.08.2020","Dragnót 135 mm","Ólafsvík"
"Lúða",12,"1321","752671","31.08.2020","Dragnót 135 mm","Ólafsvík"
"Sandkoli",22,"1321","752671","31.08.2020","Dragnót 135 mm","Ólafsvík"
"Skarkoli",6475,"1321","752671","31.08.2020","Dragnót 135 mm","Ólafsvík"
"Þorskur",2744,"1321","752671","31.08.2020","Dragnót 135 mm","Ólafsvík"
"Skötuselur",6,"1321","752671","31.08.2020","Dragnót 135 mm","Ólafsvík"
"Steinbítur",54,"1321","752671","31.08.2020","Dragnót 135 mm","Ólafsvík"
"Þykkvalúra / Sólkoli",390,"1321","752671","31.08.2020","Dragnót 135 mm","Ólafsvík"
"Ýsa",104,"1321","752214","27.08.2020","Dragnót 135 mm","Ólafsvík"
"Langa",3,"1321","752214","27.08.2020","Dragnót 135 mm","Ólafsvík"
"Lýsa",1,"1321","752214","27.08.2020","Dragnót 135 mm","Ólafsvík"
"Lúða",54,"1321","752214","27.08.2020","Dragnót 135 mm","Ólafsvík"
"Sandkoli",21,"1321","752214","27.08.2020","Dragnót 135 mm","Ólafsvík"
"Skarkoli",4386,"1321","752214","27.08.2020","Dragnót 135 mm","Ólafsvík"
"Þorskur",165,"1321","752214","27.08.2020","Dragnót 135 mm","Ólafsvík"
"Steinbítur",37,"1321","752214","27.08.2020","Dragnót 135 mm","Ólafsvík"
"Þykkvalúra / Sólkoli",664,"1321","752214","27.08.2020","Dragnót 135 mm","Ólafsvík"
"Ýsa",308,"1321","752083","26.08.2020","Dragnót 135 mm","Ólafsvík"
"Lúða",23,"1321","752083","26.08.2020","Dragnót 135 mm","Ólafsvík"
"Sandkoli",12,"1321","752083","26.08.2020","Dragnót 135 mm","Ólafsvík"
"Skarkoli",3907,"1321","752083","26.08.2020","Dragnót 135 mm","Ólafsvík"
"Þorskur",5636,"1321","752083","26.08.2020","Dragnót 135 mm","Ólafsvík"
"Steinbítur",30,"1321","752083","26.08.2020","Dragnót 135 mm","Ólafsvík"
"Þykkvalúra / Sólkoli",111,"1321","752083","26.08.2020","Dragnót 135 mm","Ólafsvík"
"Ýsa",179,"1321","751920","25.08.2020","Dragnót 135 mm","Ólafsvík"
"Lúða",22,"1321","751920","25.08.2020","Dragnót 135 mm","Ólafsvík"
"Sandkoli",21,"1321","751920","25.08.2020","Dragnót 135 mm","Ólafsvík"
"Skarkoli",10547,"1321","751920","25.08.2020","Dragnót 135 mm","Ólafsvík"
"Þorskur",94,"1321","751920","25.08.2020","Dragnót 135 mm","Ólafsvík"
"Steinbítur",87,"1321","751920","25.08.2020","Dragnót 135 mm","Ólafsvík"
"Þykkvalúra / Sólkoli",705,"1321","751920","25.08.2020","Dragnót 135 mm","Ólafsvík"
"Ýsa",905,"1321","751768","24.08.2020","Dragnót 135 mm","Ólafsvík"
"Langa",18,"1321","751768","24.08.2020","Dragnót 135 mm","Ólafsvík"
"Sandkoli",23,"1321","751768","24.08.2020","Dragnót 135 mm","Ólafsvík"
"Skarkoli",7308,"1321","751768","24.08.2020","Dragnót 135 mm","Ólafsvík"
"Þorskur",106,"1321","751768","24.08.2020","Dragnót 135 mm","Ólafsvík"
"Langlúra",47,"1321","751768","24.08.2020","Dragnót 135 mm","Ólafsvík"
"Steinbítur",72,"1321","751768","24.08.2020","Dragnót 135 mm","Ólafsvík"
"Karfi / Gullkarfi",141,"1321","751768","24.08.2020","Dragnót 135 mm","Ólafsvík"
"Þykkvalúra / Sólkoli",1104,"1321","751768","24.08.2020","Dragnót 135 mm","Ólafsvík"
"Ufsi",10,"1321","751525","20.08.2020","Dragnót 135 mm","Ólafsvík"
"Ýsa",7132,"1321","751525","20.08.2020","Dragnót 135 mm","Ólafsvík"
"Langa",30,"1321","751525","20.08.2020","Dragnót 135 mm","Ólafsvík"
"Skata",2,"1321","751525","20.08.2020","Dragnót 135 mm","Ólafsvík"
"Sandkoli",21,"1321","751525","20.08.2020","Dragnót 135 mm","Ólafsvík"
"Skarkoli",691,"1321","751525","20.08.2020","Dragnót 135 mm","Ólafsvík"
"Þorskur",860,"1321","751525","20.08.2020","Dragnót 135 mm","Ólafsvík"
"Blálanga",13,"1321","751525","20.08.2020","Dragnót 135 mm","Ólafsvík"
"Langlúra",643,"1321","751525","20.08.2020","Dragnót 135 mm","Ólafsvík"
"Steinbítur",133,"1321","751525","20.08.2020","Dragnót 135 mm","Ólafsvík"
"Karfi / Gullkarfi",1107,"1321","751525","20.08.2020","Dragnót 135 mm","Ólafsvík"
"Þykkvalúra / Sólkoli",114,"1321","751525","20.08.2020","Dragnót 135 mm","Ólafsvík"
"Ufsi",60,"1321","730882","09.06.2020","Dragnót 135 mm","Ólafsvík"
"Ýsa",2160,"1321","730882","09.06.2020","Dragnót 135 mm","Ólafsvík"
"Langa",18,"1321","730882","09.06.2020","Dragnót 135 mm","Ólafsvík"
"Skarkoli",127,"1321","730882","09.06.2020","Dragnót 135 mm","Ólafsvík"
"Þorskur",2557,"1321","730882","09.06.2020","Dragnót 135 mm","Ólafsvík"
"Langlúra",58,"1321","730882","09.06.2020","Dragnót 135 mm","Ólafsvík"
"Steinbítur",78,"1321","730882","09.06.2020","Dragnót 135 mm","Ólafsvík"
"Karfi / Gullkarfi",4993,"1321","730882","09.06.2020","Dragnót 135 mm","Ólafsvík"
"Þykkvalúra / Sólkoli",137,"1321","730882","09.06.2020","Dragnót 135 mm","Ólafsvík"
"Ufsi",820,"1321","730398","04.06.2020","Dragnót 135 mm","Ólafsvík"
"Ýsa",763,"1321","730398","04.06.2020","Dragnót 135 mm","Ólafsvík"
"Langa",48,"1321","730398","04.06.2020","Dragnót 135 mm","Ólafsvík"
"Skarkoli",90,"1321","730398","04.06.2020","Dragnót 135 mm","Ólafsvík"
"Þorskur",5549,"1321","730398","04.06.2020","Dragnót 135 mm","Ólafsvík"
"Steinbítur",30,"1321","730398","04.06.2020","Dragnót 135 mm","Ólafsvík"
"Karfi / Gullkarfi",74,"1321","730398","04.06.2020","Dragnót 135 mm","Ólafsvík"
"Þykkvalúra / Sólkoli",61,"1321","730398","04.06.2020","Dragnót 135 mm","Ólafsvík"
"Ufsi",449,"1321","730029","03.06.2020","Dragnót 135 mm","Ólafsvík"
"Ýsa",3175,"1321","730029","03.06.2020","Dragnót 135 mm","Ólafsvík"
"Langa",60,"1321","730029","03.06.2020","Dragnót 135 mm","Ólafsvík"
"Skarkoli",392,"1321","730029","03.06.2020","Dragnót 135 mm","Ólafsvík"
"Þorskur",4092,"1321","730029","03.06.2020","Dragnót 135 mm","Ólafsvík"
"Steinbítur",22,"1321","730029","03.06.2020","Dragnót 135 mm","Ólafsvík"
"Karfi / Gullkarfi",73,"1321","730029","03.06.2020","Dragnót 135 mm","Ólafsvík"
"Þykkvalúra / Sólkoli",128,"1321","730029","03.06.2020","Dragnót 135 mm","Ólafsvík"
"Ufsi",287,"1321","729415","02.06.2020","Dragnót 135 mm","Ólafsvík"
"Ýsa",5402,"1321","729415","02.06.2020","Dragnót 135 mm","Ólafsvík"
"Langa",54,"1321","729415","02.06.2020","Dragnót 135 mm","Ólafsvík"
"Skarkoli",765,"1321","729415","02.06.2020","Dragnót 135 mm","Ólafsvík"
"Þorskur",4990,"1321","729415","02.06.2020","Dragnót 135 mm","Ólafsvík"
"Steinbítur",106,"1321","729415","02.06.2020","Dragnót 135 mm","Ólafsvík"
"Karfi / Gullkarfi",45,"1321","729415","02.06.2020","Dragnót 135 mm","Ólafsvík"
"Þykkvalúra / Sólkoli",139,"1321","729415","02.06.2020","Dragnót 135 mm","Ólafsvík"
"Ufsi",221,"1321","728283","26.05.2020","Dragnót 135 mm","Ólafsvík"
"Ýsa",2179,"1321","728283","26.05.2020","Dragnót 135 mm","Ólafsvík"
"Langa",18,"1321","728283","26.05.2020","Dragnót 135 mm","Ólafsvík"
"Skarkoli",473,"1321","728283","26.05.2020","Dragnót 135 mm","Ólafsvík"
"Þorskur",9920,"1321","728283","26.05.2020","Dragnót 135 mm","Ólafsvík"
"Steinbítur",18,"1321","728283","26.05.2020","Dragnót 135 mm","Ólafsvík"
"Karfi / Gullkarfi",31,"1321","728283","26.05.2020","Dragnót 135 mm","Ólafsvík"
"Þykkvalúra / Sólkoli",71,"1321","728283","26.05.2020","Dragnót 135 mm","Ólafsvík"
"Ufsi",1315,"1321","727803","25.05.2020","Dragnót 135 mm","Ólafsvík"
"Ýsa",4643,"1321","727803","25.05.2020","Dragnót 135 mm","Ólafsvík"
"Langa",86,"1321","727803","25.05.2020","Dragnót 135 mm","Ólafsvík"
"Skarkoli",846,"1321","727803","25.05.2020","Dragnót 135 mm","Ólafsvík"
"Þorskur",9971,"1321","727803","25.05.2020","Dragnót 135 mm","Ólafsvík"
"Steinbítur",62,"1321","727803","25.05.2020","Dragnót 135 mm","Ólafsvík"
"Karfi / Gullkarfi",243,"1321","727803","25.05.2020","Dragnót 135 mm","Ólafsvík"
"Þykkvalúra / Sólkoli",159,"1321","727803","25.05.2020","Dragnót 135 mm","Ólafsvík"
"Ufsi",1525,"1321","726529","19.05.2020","Dragnót 135 mm","Ólafsvík"
"Ýsa",110,"1321","726529","19.05.2020","Dragnót 135 mm","Ólafsvík"
"Langa",53,"1321","726529","19.05.2020","Dragnót 135 mm","Ólafsvík"
"Skarkoli",2,"1321","726529","19.05.2020","Dragnót 135 mm","Ólafsvík"
"Þorskur",33388,"1321","726529","19.05.2020","Dragnót 135 mm","Ólafsvík"
"Þykkvalúra / Sólkoli",4,"1321","726529","19.05.2020","Dragnót 135 mm","Ólafsvík"
"Ufsi",1123,"1321","726007","18.05.2020","Dragnót 135 mm","Ólafsvík"
"Ýsa",3795,"1321","726007","18.05.2020","Dragnót 135 mm","Ólafsvík"
"Langa",50,"1321","726007","18.05.2020","Dragnót 135 mm","Ólafsvík"
"Skarkoli",345,"1321","726007","18.05.2020","Dragnót 135 mm","Ólafsvík"
"Þorskur",24948,"1321","726007","18.05.2020","Dragnót 135 mm","Ólafsvík"
"Steinbítur",19,"1321","726007","18.05.2020","Dragnót 135 mm","Ólafsvík"
"Karfi / Gullkarfi",1,"1321","726007","18.05.2020","Dragnót 135 mm","Ólafsvík"
"Þykkvalúra / Sólkoli",122,"1321","726007","18.05.2020","Dragnót 135 mm","Ólafsvík"
"Ufsi",96,"1321","724524","12.05.2020","Dragnót 135 mm","Ólafsvík"
"Ýsa",6677,"1321","724524","12.05.2020","Dragnót 135 mm","Ólafsvík"
"Skarkoli",759,"1321","724524","12.05.2020","Dragnót 135 mm","Ólafsvík"
"Þorskur",13556,"1321","724524","12.05.2020","Dragnót 135 mm","Ólafsvík"
"Steinbítur",104,"1321","724524","12.05.2020","Dragnót 135 mm","Ólafsvík"
"Þykkvalúra / Sólkoli",318,"1321","724524","12.05.2020","Dragnót 135 mm","Ólafsvík"
"Ufsi",245,"1321","724174","11.05.2020","Dragnót 135 mm","Ólafsvík"
"Ýsa",5367,"1321","724174","11.05.2020","Dragnót 135 mm","Ólafsvík"
"Langa",15,"1321","724174","11.05.2020","Dragnót 135 mm","Ólafsvík"
"Skarkoli",754,"1321","724174","11.05.2020","Dragnót 135 mm","Ólafsvík"
"Þorskur",9614,"1321","724174","11.05.2020","Dragnót 135 mm","Ólafsvík"
"Steinbítur",106,"1321","724174","11.05.2020","Dragnót 135 mm","Ólafsvík"
"Þykkvalúra / Sólkoli",480,"1321","724174","11.05.2020","Dragnót 135 mm","Ólafsvík"
"Ufsi",581,"1321","721754","29.04.2020","Dragnót 135 mm","Ólafsvík"
"Ýsa",2229,"1321","721754","29.04.2020","Dragnót 135 mm","Ólafsvík"
"Langa",13,"1321","721754","29.04.2020","Dragnót 135 mm","Ólafsvík"
"Hlýri",13,"1321","721754","29.04.2020","Dragnót 135 mm","Ólafsvík"
"Skarkoli",2153,"1321","721754","29.04.2020","Dragnót 135 mm","Ólafsvík"
"Þorskur",3246,"1321","721754","29.04.2020","Dragnót 135 mm","Ólafsvík"
"Grásleppa",153,"1321","721754","29.04.2020","Dragnót 135 mm","Ólafsvík"
"Steinbítur",39,"1321","721754","29.04.2020","Dragnót 135 mm","Ólafsvík"
"Karfi / Gullkarfi",39,"1321","721754","29.04.2020","Dragnót 135 mm","Ólafsvík"
"Þykkvalúra / Sólkoli",146,"1321","721754","29.04.2020","Dragnót 135 mm","Ólafsvík"
"Ufsi",1512,"1321","721495","28.04.2020","Dragnót 135 mm","Ólafsvík"
"Ýsa",2908,"1321","721495","28.04.2020","Dragnót 135 mm","Ólafsvík"
"Langa",61,"1321","721495","28.04.2020","Dragnót 135 mm","Ólafsvík"
"Skarkoli",1147,"1321","721495","28.04.2020","Dragnót 135 mm","Ólafsvík"
"Þorskur",2593,"1321","721495","28.04.2020","Dragnót 135 mm","Ólafsvík"
"Grásleppa",130,"1321","721495","28.04.2020","Dragnót 135 mm","Ólafsvík"
"Steinbítur",56,"1321","721495","28.04.2020","Dragnót 135 mm","Ólafsvík"
"Karfi / Gullkarfi",34,"1321","721495","28.04.2020","Dragnót 135 mm","Ólafsvík"
"Þykkvalúra / Sólkoli",143,"1321","721495","28.04.2020","Dragnót 135 mm","Ólafsvík"
"Ufsi",2856,"1321","721170","27.04.2020","Dragnót 135 mm","Ólafsvík"
"Ýsa",2056,"1321","721170","27.04.2020","Dragnót 135 mm","Ólafsvík"
"Langa",106,"1321","721170","27.04.2020","Dragnót 135 mm","Ólafsvík"
"Skarkoli",1058,"1321","721170","27.04.2020","Dragnót 135 mm","Ólafsvík"
"Þorskur",5005,"1321","721170","27.04.2020","Dragnót 135 mm","Ólafsvík"
"Steinbítur",46,"1321","721170","27.04.2020","Dragnót 135 mm","Ólafsvík"
"Karfi / Gullkarfi",8,"1321","721170","27.04.2020","Dragnót 135 mm","Ólafsvík"
"Þykkvalúra / Sólkoli",101,"1321","721170","27.04.2020","Dragnót 135 mm","Ólafsvík"
"Ufsi",4254,"1321","719870","22.04.2020","Dragnót 135 mm","Ólafsvík"
"Ýsa",2027,"1321","719870","22.04.2020","Dragnót 135 mm","Ólafsvík"
"Langa",138,"1321","719870","22.04.2020","Dragnót 135 mm","Ólafsvík"
"Skarkoli",122,"1321","719870","22.04.2020","Dragnót 135 mm","Ólafsvík"
"Þorskur",4874,"1321","719870","22.04.2020","Dragnót 135 mm","Ólafsvík"
"Skötuselur",11,"1321","719870","22.04.2020","Dragnót 135 mm","Ólafsvík"
"Steinbítur",10,"1321","719870","22.04.2020","Dragnót 135 mm","Ólafsvík"
"Karfi / Gullkarfi",99,"1321","719870","22.04.2020","Dragnót 135 mm","Ólafsvík"
"Þykkvalúra / Sólkoli",64,"1321","719870","22.04.2020","Dragnót 135 mm","Ólafsvík"
"Ufsi",1275,"1321","719642","21.04.2020","Dragnót 135 mm","Ólafsvík"
"Ýsa",913,"1321","719642","21.04.2020","Dragnót 135 mm","Ólafsvík"
"Langa",25,"1321","719642","21.04.2020","Dragnót 135 mm","Ólafsvík"
"Skarkoli",17,"1321","719642","21.04.2020","Dragnót 135 mm","Ólafsvík"
"Þorskur",1960,"1321","719642","21.04.2020","Dragnót 135 mm","Ólafsvík"
"Karfi / Gullkarfi",83,"1321","719642","21.04.2020","Dragnót 135 mm","Ólafsvík"
"Þykkvalúra / Sólkoli",29,"1321","719642","21.04.2020","Dragnót 135 mm","Ólafsvík"
"Ufsi",29,"1321","717813","31.03.2020","Dragnót 135 mm","Ólafsvík"
"Ýsa",6443,"1321","717813","31.03.2020","Dragnót 135 mm","Ólafsvík"
"Skarkoli",187,"1321","717813","31.03.2020","Dragnót 135 mm","Ólafsvík"
"Þorskur",2431,"1321","717813","31.03.2020","Dragnót 135 mm","Ólafsvík"
"Þykkvalúra / Sólkoli",221,"1321","717813","31.03.2020","Dragnót 135 mm","Ólafsvík"
"Ufsi",632,"1321","717714","30.03.2020","Dragnót 135 mm","Ólafsvík"
"Ýsa",9531,"1321","717714","30.03.2020","Dragnót 135 mm","Ólafsvík"
"Skarkoli",58,"1321","717714","30.03.2020","Dragnót 135 mm","Ólafsvík"
"Þorskur",3196,"1321","717714","30.03.2020","Dragnót 135 mm","Ólafsvík"
"Karfi / Gullkarfi",59,"1321","717714","30.03.2020","Dragnót 135 mm","Ólafsvík"
"Þykkvalúra / Sólkoli",127,"1321","717714","30.03.2020","Dragnót 135 mm","Ólafsvík"
"Skarkoli",2835,"1321","716503","18.03.2020","Dragnót 135 mm","Ólafsvík"
"Þorskur",12962,"1321","716503","18.03.2020","Dragnót 135 mm","Ólafsvík"
"Steinbítur",52,"1321","716503","18.03.2020","Dragnót 135 mm","Ólafsvík"
"Þykkvalúra / Sólkoli",7,"1321","716503","18.03.2020","Dragnót 135 mm","Ólafsvík"
"Ýsa",188,"1321","716349","16.03.2020","Dragnót 135 mm","Ólafsvík"
"Sandkoli",5,"1321","716349","16.03.2020","Dragnót 135 mm","Ólafsvík"
"Skarkoli",5055,"1321","716349","16.03.2020","Dragnót 135 mm","Ólafsvík"
"Þorskur",6882,"1321","716349","16.03.2020","Dragnót 135 mm","Ólafsvík"
"Langlúra",26,"1321","716349","16.03.2020","Dragnót 135 mm","Ólafsvík"
"Steinbítur",243,"1321","716349","16.03.2020","Dragnót 135 mm","Ólafsvík"
"Þykkvalúra / Sólkoli",18,"1321","716349","16.03.2020","Dragnót 135 mm","Ólafsvík"
"Ufsi",433,"1321","715968","12.03.2020","Dragnót 135 mm","Ólafsvík"
"Ýsa",3793,"1321","715968","12.03.2020","Dragnót 135 mm","Ólafsvík"
"Langa",5,"1321","715968","12.03.2020","Dragnót 135 mm","Ólafsvík"
"Skarkoli",180,"1321","715968","12.03.2020","Dragnót 135 mm","Ólafsvík"
"Þorskur",24515,"1321","715968","12.03.2020","Dragnót 135 mm","Ólafsvík"
"Steinbítur",31,"1321","715968","12.03.2020","Dragnót 135 mm","Ólafsvík"
"Karfi / Gullkarfi",68,"1321","715968","12.03.2020","Dragnót 135 mm","Ólafsvík"
"Þykkvalúra / Sólkoli",45,"1321","715968","12.03.2020","Dragnót 135 mm","Ólafsvík"
"Ufsi",227,"1321","715824","09.03.2020","Dragnót 135 mm","Ólafsvík"
"Ýsa",3675,"1321","715824","09.03.2020","Dragnót 135 mm","Ólafsvík"
"Langa",39,"1321","715824","09.03.2020","Dragnót 135 mm","Ólafsvík"
"Sandkoli",20,"1321","715824","09.03.2020","Dragnót 135 mm","Ólafsvík"
"Skarkoli",471,"1321","715824","09.03.2020","Dragnót 135 mm","Ólafsvík"
"Þorskur",20158,"1321","715824","09.03.2020","Dragnót 135 mm","Ólafsvík"
"Steinbítur",104,"1321","715824","09.03.2020","Dragnót 135 mm","Ólafsvík"
"Karfi / Gullkarfi",63,"1321","715824","09.03.2020","Dragnót 135 mm","Ólafsvík"
"Þykkvalúra / Sólkoli",234,"1321","715824","09.03.2020","Dragnót 135 mm","Ólafsvík"
"Ufsi",55,"1321","715509","05.03.2020","Dragnót 135 mm","Ólafsvík"
"Ýsa",1706,"1321","715509","05.03.2020","Dragnót 135 mm","Ólafsvík"
"Sandkoli",13,"1321","715509","05.03.2020","Dragnót 135 mm","Ólafsvík"
"Skarkoli",274,"1321","715509","05.03.2020","Dragnót 135 mm","Ólafsvík"
"Þorskur",27032,"1321","715509","05.03.2020","Dragnót 135 mm","Ólafsvík"
"Steinbítur",129,"1321","715509","05.03.2020","Dragnót 135 mm","Ólafsvík"
"Karfi / Gullkarfi",8,"1321","715509","05.03.2020","Dragnót 135 mm","Ólafsvík"
"Þykkvalúra / Sólkoli",129,"1321","715509","05.03.2020","Dragnót 135 mm","Ólafsvík"
"Ýsa",37,"1321","715360","04.03.2020","Dragnót 135 mm","Ólafsvík"
"Sandkoli",13,"1321","715360","04.03.2020","Dragnót 135 mm","Ólafsvík"
"Skarkoli",4260,"1321","715360","04.03.2020","Dragnót 135 mm","Ólafsvík"
"Þorskur",3455,"1321","715360","04.03.2020","Dragnót 135 mm","Ólafsvík"
"Steinbítur",59,"1321","715360","04.03.2020","Dragnót 135 mm","Ólafsvík"
"Þykkvalúra / Sólkoli",22,"1321","715360","04.03.2020","Dragnót 135 mm","Ólafsvík"
"Ýsa",85,"1321","715277","03.03.2020","Dragnót 135 mm","Ólafsvík"
"Sandkoli",25,"1321","715277","03.03.2020","Dragnót 135 mm","Ólafsvík"
"Skarkoli",6299,"1321","715277","03.03.2020","Dragnót 135 mm","Ólafsvík"
"Þorskur",1983,"1321","715277","03.03.2020","Dragnót 135 mm","Ólafsvík"
"Langlúra",47,"1321","715277","03.03.2020","Dragnót 135 mm","Ólafsvík"
"Steinbítur",89,"1321","715277","03.03.2020","Dragnót 135 mm","Ólafsvík"
"Þykkvalúra / Sólkoli",35,"1321","715277","03.03.2020","Dragnót 135 mm","Ólafsvík"
"Ufsi",140,"1321","715029","27.02.2020","Dragnót 135 mm","Ólafsvík"
"Ýsa",2279,"1321","715029","27.02.2020","Dragnót 135 mm","Ólafsvík"
"Langa",8,"1321","715029","27.02.2020","Dragnót 135 mm","Ólafsvík"
"Sandkoli",11,"1321","715029","27.02.2020","Dragnót 135 mm","Ólafsvík"
"Skarkoli",364,"1321","715029","27.02.2020","Dragnót 135 mm","Ólafsvík"
"Þorskur",4129,"1321","715029","27.02.2020","Dragnót 135 mm","Ólafsvík"
"Steinbítur",133,"1321","715029","27.02.2020","Dragnót 135 mm","Ólafsvík"
"Karfi / Gullkarfi",1,"1321","715029","27.02.2020","Dragnót 135 mm","Ólafsvík"
"Þykkvalúra / Sólkoli",263,"1321","715029","27.02.2020","Dragnót 135 mm","Ólafsvík"
"Ufsi",825,"1321","714866","25.02.2020","Dragnót 135 mm","Ólafsvík"
"Ýsa",2343,"1321","714866","25.02.2020","Dragnót 135 mm","Ólafsvík"
"Langa",56,"1321","714866","25.02.2020","Dragnót 135 mm","Ólafsvík"
"Skarkoli",471,"1321","714866","25.02.2020","Dragnót 135 mm","Ólafsvík"
"Þorskur",20004,"1321","714866","25.02.2020","Dragnót 135 mm","Ólafsvík"
"Steinbítur",12,"1321","714866","25.02.2020","Dragnót 135 mm","Ólafsvík"
"Þykkvalúra / Sólkoli",283,"1321","714866","25.02.2020","Dragnót 135 mm","Ólafsvík"
"Ufsi",1231,"1321","714747","24.02.2020","Dragnót 135 mm","Ólafsvík"
"Ýsa",1457,"1321","714747","24.02.2020","Dragnót 135 mm","Ólafsvík"
"Sandkoli",14,"1321","714747","24.02.2020","Dragnót 135 mm","Ólafsvík"
"Skarkoli",925,"1321","714747","24.02.2020","Dragnót 135 mm","Ólafsvík"
"Þorskur",11830,"1321","714747","24.02.2020","Dragnót 135 mm","Ólafsvík"
"Steinbítur",117,"1321","714747","24.02.2020","Dragnót 135 mm","Ólafsvík"
"Þykkvalúra / Sólkoli",834,"1321","714747","24.02.2020","Dragnót 135 mm","Ólafsvík"
"Ufsi",599,"1321","714518","19.02.2020","Dragnót 135 mm","Ólafsvík"
"Ýsa",3504,"1321","714518","19.02.2020","Dragnót 135 mm","Ólafsvík"
"Langa",9,"1321","714518","19.02.2020","Dragnót 135 mm","Ólafsvík"
"Skarkoli",51,"1321","714518","19.02.2020","Dragnót 135 mm","Ólafsvík"
"Þorskur",4239,"1321","714518","19.02.2020","Dragnót 135 mm","Ólafsvík"
"Steinbítur",10,"1321","714518","19.02.2020","Dragnót 135 mm","Ólafsvík"
"Karfi / Gullkarfi",28,"1321","714518","19.02.2020","Dragnót 135 mm","Ólafsvík"
"Þykkvalúra / Sólkoli",34,"1321","714518","19.02.2020","Dragnót 135 mm","Ólafsvík"
"Ufsi",198,"1321","714019","12.02.2020","Dragnót 135 mm","Ólafsvík"
"Ýsa",360,"1321","714019","12.02.2020","Dragnót 135 mm","Ólafsvík"
"Þorskur",1996,"1321","714019","12.02.2020","Dragnót 135 mm","Ólafsvík"
"Steinbítur",9,"1321","714019","12.02.2020","Dragnót 135 mm","Ólafsvík"
"Karfi / Gullkarfi",25,"1321","714019","12.02.2020","Dragnót 135 mm","Ólafsvík"
"Ufsi",515,"1321","713948","11.02.2020","Dragnót 135 mm","Ólafsvík"
"Ýsa",2324,"1321","713948","11.02.2020","Dragnót 135 mm","Ólafsvík"
"Langa",19,"1321","713948","11.02.2020","Dragnót 135 mm","Ólafsvík"
"Lúða",4,"1321","713948","11.02.2020","Dragnót 135 mm","Ólafsvík"
"Skarkoli",50,"1321","713948","11.02.2020","Dragnót 135 mm","Ólafsvík"
"Þorskur",11764,"1321","713948","11.02.2020","Dragnót 135 mm","Ólafsvík"
"Steinbítur",8,"1321","713948","11.02.2020","Dragnót 135 mm","Ólafsvík"
"Karfi / Gullkarfi",174,"1321","713948","11.02.2020","Dragnót 135 mm","Ólafsvík"
"Þykkvalúra / Sólkoli",7,"1321","713948","11.02.2020","Dragnót 135 mm","Ólafsvík"
"Ufsi",408,"1321","713700","05.02.2020","Dragnót 135 mm","Ólafsvík"
