"Fisktegund","¶slëgt","skip","id","date","gear","harbour"
"Kolmunni",222000,"155","496361","27.11.2015","S°ldar-/kolmunnaflotvarpa","Vopnafjîråur"
"Kolmunni",263000,"155","495589","18.11.2015","S°ldar-/kolmunnaflotvarpa","Vopnafjîråur"
"Kolmunni",27000,"155","495500","11.11.2015","S°ldar-/kolmunnaflotvarpa","Neskaupstaåur"
"Ufsi",855,"155","494874","06.11.2015","S°ldar-/kolmunnaflotvarpa","Vopnafjîråur"
"S°ld",528000,"155","494874","06.11.2015","S°ldar-/kolmunnaflotvarpa","Vopnafjîråur"
"Kolmunni",11000,"155","494874","06.11.2015","S°ldar-/kolmunnaflotvarpa","Vopnafjîråur"
"Gr†sleppa",132,"155","494874","06.11.2015","S°ldar-/kolmunnaflotvarpa","Vopnafjîråur"
"Ufsi",321,"155","494042","30.10.2015","S°ldar-/kolmunnaflotvarpa","Vopnafjîråur"
"S°ld",523000,"155","494042","30.10.2015","S°ldar-/kolmunnaflotvarpa","Vopnafjîråur"
"Kolmunni",4000,"155","494042","30.10.2015","S°ldar-/kolmunnaflotvarpa","Vopnafjîråur"
"Ufsi",600,"155","493070","22.10.2015","S°ldar-/kolmunnaflotvarpa","Vopnafjîråur"
"S°ld",641000,"155","493070","22.10.2015","S°ldar-/kolmunnaflotvarpa","Vopnafjîråur"
"Kolmunni",23000,"155","493070","22.10.2015","S°ldar-/kolmunnaflotvarpa","Vopnafjîråur"
"Gr†sleppa",142,"155","493070","22.10.2015","S°ldar-/kolmunnaflotvarpa","Vopnafjîråur"
"S°ld",436000,"155","488621","17.09.2015","S°ldar-/kolmunnaflotvarpa","Vopnafjîråur"
"Kolmunni",1000,"155","488621","17.09.2015","S°ldar-/kolmunnaflotvarpa","Vopnafjîråur"
"Makr°ll",1755,"155","488621","17.09.2015","S°ldar-/kolmunnaflotvarpa","Vopnafjîråur"
"Gr†sleppa",122,"155","488621","17.09.2015","S°ldar-/kolmunnaflotvarpa","Vopnafjîråur"
"Kolmunni",3000,"155","488256","13.09.2015","S°ldar-/kolmunnaflotvarpa","Vopnafjîråur"
"Makr°ll",675705,"155","488256","13.09.2015","S°ldar-/kolmunnaflotvarpa","Vopnafjîråur"
"Kolmunni",1000,"155","487912","07.09.2015","S°ldar-/kolmunnaflotvarpa","Vopnafjîråur"
"Makr°ll",786489,"155","487912","07.09.2015","S°ldar-/kolmunnaflotvarpa","Vopnafjîråur"
"Gr†sleppa",65,"155","487912","07.09.2015","S°ldar-/kolmunnaflotvarpa","Vopnafjîråur"
"Makr°ll",33230,"259","540891","14.08.2016","S°ldar-/kolmunnaflotvarpa","Eskifjîråur"
"Makr°ll",30099,"259","540555","11.08.2016","Botnvarpa","Sandgeråi"
"S°ld",1000,"259","539265","08.08.2016","S°ldar-/kolmunnaflotvarpa","Grundarfjîråur"
"Makr°ll",37381,"259","539265","08.08.2016","S°ldar-/kolmunnaflotvarpa","Grundarfjîråur"
"Ufsi",5,"530","543651","31.08.2016","Dragn¢t 135 mm","Skagastrînd"
"ósa",2996,"530","543651","31.08.2016","Dragn¢t 135 mm","Skagastrînd"
"Skarkoli",433,"530","543651","31.08.2016","Dragn¢t 135 mm","Skagastrînd"
"çorskur",682,"530","543651","31.08.2016","Dragn¢t 135 mm","Skagastrînd"
"Steinb°tur",24,"530","543651","31.08.2016","Dragn¢t 135 mm","Skagastrînd"
"ósa",6208,"530","543547","30.08.2016","Dragn¢t 135 mm","Skagastrînd"
"Skarkoli",367,"530","543547","30.08.2016","Dragn¢t 135 mm","Skagastrînd"
"çorskur",514,"530","543547","30.08.2016","Dragn¢t 135 mm","Skagastrînd"
"Steinb°tur",24,"530","543547","30.08.2016","Dragn¢t 135 mm","Skagastrînd"
"ósa",7035,"530","543373","29.08.2016","Dragn¢t 135 mm","Skagastrînd"
"Skarkoli",702,"530","543373","29.08.2016","Dragn¢t 135 mm","Skagastrînd"
"çorskur",489,"530","543373","29.08.2016","Dragn¢t 135 mm","Skagastrînd"
"Steinb°tur",33,"530","543373","29.08.2016","Dragn¢t 135 mm","Skagastrînd"
"ósa",3636,"530","542827","25.08.2016","Dragn¢t 135 mm","Skagastrînd"
"Skarkoli",725,"530","542827","25.08.2016","Dragn¢t 135 mm","Skagastrînd"
"çorskur",874,"530","542827","25.08.2016","Dragn¢t 135 mm","Skagastrînd"
"Steinb°tur",8,"530","542827","25.08.2016","Dragn¢t 135 mm","Skagastrînd"
"ósa",5874,"530","542568","24.08.2016","Dragn¢t 135 mm","Skagastrînd"
"Skarkoli",691,"530","542568","24.08.2016","Dragn¢t 135 mm","Skagastrînd"
"çorskur",352,"530","542568","24.08.2016","Dragn¢t 135 mm","Skagastrînd"
"Steinb°tur",18,"530","542568","24.08.2016","Dragn¢t 135 mm","Skagastrînd"
"ósa",8163,"530","542377","23.08.2016","Dragn¢t 135 mm","Skagastrînd"
"Hlòri",4,"530","542377","23.08.2016","Dragn¢t 135 mm","Skagastrînd"
"Skarkoli",789,"530","542377","23.08.2016","Dragn¢t 135 mm","Skagastrînd"
"çorskur",199,"530","542377","23.08.2016","Dragn¢t 135 mm","Skagastrînd"
"Steinb°tur",17,"530","542377","23.08.2016","Dragn¢t 135 mm","Skagastrînd"
"ósa",4061,"530","542238","22.08.2016","Dragn¢t 135 mm","Skagastrînd"
"Skarkoli",283,"530","542238","22.08.2016","Dragn¢t 135 mm","Skagastrînd"
"çorskur",1068,"530","542238","22.08.2016","Dragn¢t 135 mm","Skagastrînd"
"Steinb°tur",14,"530","542238","22.08.2016","Dragn¢t 135 mm","Skagastrînd"
"ósa",936,"530","541413","17.08.2016","Dragn¢t 135 mm","Skagastrînd"
"Skarkoli",420,"530","541413","17.08.2016","Dragn¢t 135 mm","Skagastrînd"
"çorskur",620,"530","541413","17.08.2016","Dragn¢t 135 mm","Skagastrînd"
"Steinb°tur",14,"530","541413","17.08.2016","Dragn¢t 135 mm","Skagastrînd"
"ósa",4069,"530","541267","16.08.2016","Dragn¢t 135 mm","Skagastrînd"
"Skarkoli",327,"530","541267","16.08.2016","Dragn¢t 135 mm","Skagastrînd"
"çorskur",1314,"530","541267","16.08.2016","Dragn¢t 135 mm","Skagastrînd"
"Steinb°tur",74,"530","541267","16.08.2016","Dragn¢t 135 mm","Skagastrînd"
"ósa",5777,"530","541127","15.08.2016","Dragn¢t 135 mm","Skagastrînd"
"Skarkoli",272,"530","541127","15.08.2016","Dragn¢t 135 mm","Skagastrînd"
"çorskur",513,"530","541127","15.08.2016","Dragn¢t 135 mm","Skagastrînd"
"Steinb°tur",92,"530","541127","15.08.2016","Dragn¢t 135 mm","Skagastrînd"
"ósa",4096,"530","540617","11.08.2016","Dragn¢t 135 mm","Skagastrînd"
"Skarkoli",251,"530","540617","11.08.2016","Dragn¢t 135 mm","Skagastrînd"
"çorskur",1340,"530","540617","11.08.2016","Dragn¢t 135 mm","Skagastrînd"
"Steinb°tur",41,"530","540617","11.08.2016","Dragn¢t 135 mm","Skagastrînd"
"ósa",5013,"530","540416","10.08.2016","Dragn¢t 135 mm","Skagastrînd"
"Skarkoli",576,"530","540416","10.08.2016","Dragn¢t 135 mm","Skagastrînd"
"çorskur",480,"530","540416","10.08.2016","Dragn¢t 135 mm","Skagastrînd"
"Steinb°tur",77,"530","540416","10.08.2016","Dragn¢t 135 mm","Skagastrînd"
"Karfi / Gullkarfi",2,"530","540416","10.08.2016","Dragn¢t 135 mm","Skagastrînd"
"ósa",4296,"530","540041","09.08.2016","Dragn¢t 135 mm","Skagastrînd"
"Skarkoli",713,"530","540041","09.08.2016","Dragn¢t 135 mm","Skagastrînd"
"çorskur",513,"530","540041","09.08.2016","Dragn¢t 135 mm","Skagastrînd"
"Steinb°tur",22,"530","540041","09.08.2016","Dragn¢t 135 mm","Skagastrînd"
"Ufsi",4,"530","539523","08.08.2016","Dragn¢t 135 mm","Skagastrînd"
"ósa",4325,"530","539523","08.08.2016","Dragn¢t 135 mm","Skagastrînd"
"Skarkoli",158,"530","539523","08.08.2016","Dragn¢t 135 mm","Skagastrînd"
"çorskur",4196,"530","539523","08.08.2016","Dragn¢t 135 mm","Skagastrînd"
"Steinb°tur",11,"530","539523","08.08.2016","Dragn¢t 135 mm","Skagastrînd"
"Ufsi",10,"530","536722","28.07.2016","Dragn¢t 135 mm","Skagastrînd"
"ósa",1251,"530","536722","28.07.2016","Dragn¢t 135 mm","Skagastrînd"
"Skarkoli",401,"530","536722","28.07.2016","Dragn¢t 135 mm","Skagastrînd"
"çorskur",719,"530","536722","28.07.2016","Dragn¢t 135 mm","Skagastrînd"
"Steinb°tur",136,"530","536722","28.07.2016","Dragn¢t 135 mm","Skagastrînd"
"ósa",3104,"530","536628","27.07.2016","Dragn¢t 135 mm","Skagastrînd"
"Lòsa",3,"530","536628","27.07.2016","Dragn¢t 135 mm","Skagastrînd"
"Skarkoli",734,"530","536628","27.07.2016","Dragn¢t 135 mm","Skagastrînd"
"çorskur",1837,"530","536628","27.07.2016","Dragn¢t 135 mm","Skagastrînd"
"Steinb°tur",89,"530","536628","27.07.2016","Dragn¢t 135 mm","Skagastrînd"
"ósa",1256,"530","536532","26.07.2016","Dragn¢t 135 mm","Skagastrînd"
"Skarkoli",420,"530","536532","26.07.2016","Dragn¢t 135 mm","Skagastrînd"
"çorskur",6004,"530","536532","26.07.2016","Dragn¢t 135 mm","Skagastrînd"
"Steinb°tur",117,"530","536532","26.07.2016","Dragn¢t 135 mm","Skagastrînd"
"ósa",2555,"530","536414","25.07.2016","Dragn¢t 135 mm","Skagastrînd"
"Skarkoli",545,"530","536414","25.07.2016","Dragn¢t 135 mm","Skagastrînd"
"çorskur",4140,"530","536414","25.07.2016","Dragn¢t 135 mm","Skagastrînd"
"Steinb°tur",16,"530","536414","25.07.2016","Dragn¢t 135 mm","Skagastrînd"
"Karfi / Gullkarfi",1,"530","536414","25.07.2016","Dragn¢t 135 mm","Skagastrînd"
"Ufsi",1,"530","535994","20.07.2016","Dragn¢t 135 mm","Skagastrînd"
"ósa",1290,"530","535994","20.07.2016","Dragn¢t 135 mm","Skagastrînd"
"Hlòri",8,"530","535994","20.07.2016","Dragn¢t 135 mm","Skagastrînd"
"Skarkoli",135,"530","535994","20.07.2016","Dragn¢t 135 mm","Skagastrînd"
"çorskur",7074,"530","535994","20.07.2016","Dragn¢t 135 mm","Skagastrînd"
"Steinb°tur",47,"530","535994","20.07.2016","Dragn¢t 135 mm","Skagastrînd"
"Karfi / Gullkarfi",1,"530","535994","20.07.2016","Dragn¢t 135 mm","Skagastrînd"
"ósa",180,"530","535118","18.07.2016","Dragn¢t 135 mm","Skagastrînd"
"Skarkoli",260,"530","535118","18.07.2016","Dragn¢t 135 mm","Skagastrînd"
"çorskur",649,"530","535118","18.07.2016","Dragn¢t 135 mm","Skagastrînd"
"Steinb°tur",73,"530","535118","18.07.2016","Dragn¢t 135 mm","Skagastrînd"
"ósa",4146,"530","534740","14.07.2016","Dragn¢t 135 mm","Skagastrînd"
"Skarkoli",900,"530","534740","14.07.2016","Dragn¢t 135 mm","Skagastrînd"
"çorskur",285,"530","534740","14.07.2016","Dragn¢t 135 mm","Skagastrînd"
"Steinb°tur",300,"530","534740","14.07.2016","Dragn¢t 135 mm","Skagastrînd"
"Ufsi",1,"530","534317","13.07.2016","Handfëri","Skagastrînd"
"ósa",3126,"530","534317","13.07.2016","Handfëri","Skagastrînd"
"Lòsa",3,"530","534317","13.07.2016","Handfëri","Skagastrînd"
"Hlòri",9,"530","534317","13.07.2016","Handfëri","Skagastrînd"
"Skarkoli",335,"530","534317","13.07.2016","Handfëri","Skagastrînd"
"çorskur",1202,"530","534317","13.07.2016","Handfëri","Skagastrînd"
"Steinb°tur",146,"530","534317","13.07.2016","Handfëri","Skagastrînd"
"Karfi / Gullkarfi",1,"530","534317","13.07.2016","Handfëri","Skagastrînd"
"Ufsi",1,"530","533953","12.07.2016","Dragn¢t 135 mm","Skagastrînd"
"ósa",6208,"530","533953","12.07.2016","Dragn¢t 135 mm","Skagastrînd"
"Lòsa",1,"530","533953","12.07.2016","Dragn¢t 135 mm","Skagastrînd"
"Hlòri",7,"530","533953","12.07.2016","Dragn¢t 135 mm","Skagastrînd"
"Skarkoli",523,"530","533953","12.07.2016","Dragn¢t 135 mm","Skagastrînd"
"çorskur",850,"530","533953","12.07.2016","Dragn¢t 135 mm","Skagastrînd"
"Steinb°tur",121,"530","533953","12.07.2016","Dragn¢t 135 mm","Skagastrînd"
"ósa",7311,"530","533483","11.07.2016","Dragn¢t 135 mm","Skagastrînd"
"Lòsa",8,"530","533483","11.07.2016","Dragn¢t 135 mm","Skagastrînd"
"Hlòri",6,"530","533483","11.07.2016","Dragn¢t 135 mm","Skagastrînd"
"Skarkoli",491,"530","533483","11.07.2016","Dragn¢t 135 mm","Skagastrînd"
"çorskur",461,"530","533483","11.07.2016","Dragn¢t 135 mm","Skagastrînd"
"Steinb°tur",72,"530","533483","11.07.2016","Dragn¢t 135 mm","Skagastrînd"
"ósa",2873,"530","532913","07.07.2016","Dragn¢t 135 mm","Skagastrînd"
"Hlòri",12,"530","532913","07.07.2016","Dragn¢t 135 mm","Skagastrînd"
"Skarkoli",745,"530","532913","07.07.2016","Dragn¢t 135 mm","Skagastrînd"
"çorskur",1279,"530","532913","07.07.2016","Dragn¢t 135 mm","Skagastrînd"
"Steinb°tur",129,"530","532913","07.07.2016","Dragn¢t 135 mm","Skagastrînd"
"ósa",4679,"530","532278","06.07.2016","Dragn¢t 135 mm","Skagastrînd"
"Hlòri",12,"530","532278","06.07.2016","Dragn¢t 135 mm","Skagastrînd"
"Skarkoli",671,"530","532278","06.07.2016","Dragn¢t 135 mm","Skagastrînd"
"çorskur",951,"530","532278","06.07.2016","Dragn¢t 135 mm","Skagastrînd"
"Steinb°tur",148,"530","532278","06.07.2016","Dragn¢t 135 mm","Skagastrînd"
"Ufsi",2,"530","530085","29.06.2016","Dragn¢t 135 mm","Skagastrînd"
"ósa",2071,"530","530085","29.06.2016","Dragn¢t 135 mm","Skagastrînd"
"Lòsa",6,"530","530085","29.06.2016","Dragn¢t 135 mm","Skagastrînd"
"Skarkoli",440,"530","530085","29.06.2016","Dragn¢t 135 mm","Skagastrînd"
"çorskur",2481,"530","530085","29.06.2016","Dragn¢t 135 mm","Skagastrînd"
"Tindaskata",17,"530","530085","29.06.2016","Dragn¢t 135 mm","Skagastrînd"
"Steinb°tur",167,"530","530085","29.06.2016","Dragn¢t 135 mm","Skagastrînd"
"Karfi / Gullkarfi",2,"530","530085","29.06.2016","Dragn¢t 135 mm","Skagastrînd"
"Ufsi",6,"530","529708","27.06.2016","Dragn¢t 135 mm","Skagastrînd"
"ósa",3646,"530","529708","27.06.2016","Dragn¢t 135 mm","Skagastrînd"
"Lòsa",11,"530","529708","27.06.2016","Dragn¢t 135 mm","Skagastrînd"
"Hlòri",6,"530","529708","27.06.2016","Dragn¢t 135 mm","Skagastrînd"
"Sandkoli",2,"530","529708","27.06.2016","Dragn¢t 135 mm","Skagastrînd"
"Skarkoli",393,"530","529708","27.06.2016","Dragn¢t 135 mm","Skagastrînd"
"çorskur",3618,"530","529708","27.06.2016","Dragn¢t 135 mm","Skagastrînd"
"Tindaskata",6,"530","529708","27.06.2016","Dragn¢t 135 mm","Skagastrînd"
"Steinb°tur",161,"530","529708","27.06.2016","Dragn¢t 135 mm","Skagastrînd"
"Karfi / Gullkarfi",6,"530","529708","27.06.2016","Dragn¢t 135 mm","Skagastrînd"
"ósa",649,"530","528663","22.06.2016","Dragn¢t 135 mm","Skagastrînd"
"Hlòri",17,"530","528663","22.06.2016","Dragn¢t 135 mm","Skagastrînd"
"Skarkoli",126,"530","528663","22.06.2016","Dragn¢t 135 mm","Skagastrînd"
"çorskur",4499,"530","528663","22.06.2016","Dragn¢t 135 mm","Skagastrînd"
"Steinb°tur",41,"530","528663","22.06.2016","Dragn¢t 135 mm","Skagastrînd"
"Ufsi",39,"530","520758","26.05.2016","Dragn¢t 135 mm","Skagastrînd"
"ósa",452,"530","520758","26.05.2016","Dragn¢t 135 mm","Skagastrînd"
"Lòsa",8,"530","520758","26.05.2016","Dragn¢t 135 mm","Skagastrînd"
"Hlòri",6,"530","520758","26.05.2016","Dragn¢t 135 mm","Skagastrînd"
"Skarkoli",220,"530","520758","26.05.2016","Dragn¢t 135 mm","Skagastrînd"
"çorskur",8380,"530","520758","26.05.2016","Dragn¢t 135 mm","Skagastrînd"
"Karfi / Gullkarfi",1,"530","520758","26.05.2016","Dragn¢t 135 mm","Skagastrînd"
"ósa",113,"530","515269","09.05.2016","Dragn¢t 135 mm","Skagastrînd"
"Skarkoli",68,"530","515269","09.05.2016","Dragn¢t 135 mm","Skagastrînd"
"çorskur",1086,"530","515269","09.05.2016","Dragn¢t 135 mm","Skagastrînd"
"ósa",279,"530","512869","26.04.2016","Dragn¢t 135 mm","Skagastrînd"
"Lòsa",3,"530","512869","26.04.2016","Dragn¢t 135 mm","Skagastrînd"
"Hlòri",6,"530","512869","26.04.2016","Dragn¢t 135 mm","Skagastrînd"
"Skarkoli",858,"530","512869","26.04.2016","Dragn¢t 135 mm","Skagastrînd"
"çorskur",1599,"530","512869","26.04.2016","Dragn¢t 135 mm","Skagastrînd"
"Tindaskata",202,"530","512869","26.04.2016","Dragn¢t 135 mm","Skagastrînd"
"Steinb°tur",23,"530","512869","26.04.2016","Dragn¢t 135 mm","Skagastrînd"
"ósa",586,"530","510420","12.04.2016","Dragn¢t 135 mm","Skagastrînd"
"Skarkoli",1855,"530","510420","12.04.2016","Dragn¢t 135 mm","Skagastrînd"
"çorskur",3521,"530","510420","12.04.2016","Dragn¢t 135 mm","Skagastrînd"
"Tindaskata",357,"530","510420","12.04.2016","Dragn¢t 135 mm","Skagastrînd"
"ósa",529,"530","510199","11.04.2016","Dragn¢t 135 mm","Skagastrînd"
"Skarkoli",1257,"530","510199","11.04.2016","Dragn¢t 135 mm","Skagastrînd"
"çorskur",1627,"530","510199","11.04.2016","Dragn¢t 135 mm","Skagastrînd"
"Tindaskata",192,"530","510199","11.04.2016","Dragn¢t 135 mm","Skagastrînd"
"Steinb°tur",84,"530","510199","11.04.2016","Dragn¢t 135 mm","Skagastrînd"
"ósa",171,"530","509501","07.04.2016","Dragn¢t 135 mm","Skagastrînd"
"Skarkoli",1489,"530","509501","07.04.2016","Dragn¢t 135 mm","Skagastrînd"
"çorskur",1163,"530","509501","07.04.2016","Dragn¢t 135 mm","Skagastrînd"
"Tindaskata",367,"530","509501","07.04.2016","Dragn¢t 135 mm","Skagastrînd"
"ósa",200,"530","509212","05.04.2016","Dragn¢t 135 mm","Skagastrînd"
"Skarkoli",471,"530","509212","05.04.2016","Dragn¢t 135 mm","Skagastrînd"
"çorskur",5002,"530","509212","05.04.2016","Dragn¢t 135 mm","Skagastrînd"
"Gr†sleppa",66,"530","509212","05.04.2016","Dragn¢t 135 mm","Skagastrînd"
"Tindaskata",40,"530","509212","05.04.2016","Dragn¢t 135 mm","Skagastrînd"
"Steinb°tur",4,"530","509212","05.04.2016","Dragn¢t 135 mm","Skagastrînd"
"ósa",190,"530","508930","04.04.2016","Dragn¢t 135 mm","Skagastrînd"
"Skarkoli",72,"530","508930","04.04.2016","Dragn¢t 135 mm","Skagastrînd"
"çorskur",3792,"530","508930","04.04.2016","Dragn¢t 135 mm","Skagastrînd"
"Gr†sleppa",96,"530","508930","04.04.2016","Dragn¢t 135 mm","Skagastrînd"
"Steinb°tur",84,"530","508930","04.04.2016","Dragn¢t 135 mm","Skagastrînd"
"ósa",315,"530","508443","31.03.2016","Dragn¢t 135 mm","Skagastrînd"
"Skarkoli",2579,"530","508443","31.03.2016","Dragn¢t 135 mm","Skagastrînd"
"çorskur",2420,"530","508443","31.03.2016","Dragn¢t 135 mm","Skagastrînd"
"Tindaskata",241,"530","508443","31.03.2016","Dragn¢t 135 mm","Skagastrînd"
"Steinb°tur",8,"530","508443","31.03.2016","Dragn¢t 135 mm","Skagastrînd"
"Karfi / Gullkarfi",1,"530","508443","31.03.2016","Dragn¢t 135 mm","Skagastrînd"
"ósa",133,"530","508203","30.03.2016","Dragn¢t 135 mm","Skagastrînd"
"Lòsa",3,"530","508203","30.03.2016","Dragn¢t 135 mm","Skagastrînd"
"Skarkoli",3491,"530","508203","30.03.2016","Dragn¢t 135 mm","Skagastrînd"
"çorskur",615,"530","508203","30.03.2016","Dragn¢t 135 mm","Skagastrînd"
"Tindaskata",146,"530","508203","30.03.2016","Dragn¢t 135 mm","Skagastrînd"
"Steinb°tur",9,"530","508203","30.03.2016","Dragn¢t 135 mm","Skagastrînd"
"ósa",40,"530","507541","21.03.2016","Dragn¢t 135 mm","Skagastrînd"
"Hlòri",3,"530","507541","21.03.2016","Dragn¢t 135 mm","Skagastrînd"
"Skarkoli",1961,"530","507541","21.03.2016","Dragn¢t 135 mm","Skagastrînd"
"çorskur",296,"530","507541","21.03.2016","Dragn¢t 135 mm","Skagastrînd"
"Steinb°tur",376,"530","507541","21.03.2016","Dragn¢t 135 mm","Skagastrînd"
"ósa",85,"530","506910","17.03.2016","Dragn¢t 135 mm","Skagastrînd"
"Skarkoli",2012,"530","506910","17.03.2016","Dragn¢t 135 mm","Skagastrînd"
"çorskur",699,"530","506910","17.03.2016","Dragn¢t 135 mm","Skagastrînd"
"Steinb°tur",64,"530","506910","17.03.2016","Dragn¢t 135 mm","Skagastrînd"
"ósa",10,"530","506664","16.03.2016","Dragn¢t 135 mm","Skagastrînd"
"çorskur",7696,"530","506664","16.03.2016","Dragn¢t 135 mm","Skagastrînd"
"çorskur",9249,"530","506497","15.03.2016","Dragn¢t 135 mm","Skagastrînd"
"Steinb°tur",37,"530","506497","15.03.2016","Dragn¢t 135 mm","Skagastrînd"
"ósa",5090,"530","491193","07.10.2015","Dragn¢t 135 mm","Skagastrînd"
"Hlòri",3,"530","491193","07.10.2015","Dragn¢t 135 mm","Skagastrînd"
"Skarkoli",118,"530","491193","07.10.2015","Dragn¢t 135 mm","Skagastrînd"
"çorskur",500,"530","491193","07.10.2015","Dragn¢t 135 mm","Skagastrînd"
"Steinb°tur",3,"530","491193","07.10.2015","Dragn¢t 135 mm","Skagastrînd"
"Karfi / Gullkarfi",4,"530","491193","07.10.2015","Dragn¢t 135 mm","Skagastrînd"
"ósa",8493,"530","491056","06.10.2015","Dragn¢t 135 mm","Skagastrînd"
"Skarkoli",78,"530","491056","06.10.2015","Dragn¢t 135 mm","Skagastrînd"
"çorskur",565,"530","491056","06.10.2015","Dragn¢t 135 mm","Skagastrînd"
"Steinb°tur",4,"530","491056","06.10.2015","Dragn¢t 135 mm","Skagastrînd"
"Ufsi",21,"530","490933","05.10.2015","Dragn¢t 135 mm","Skagastrînd"
"ósa",1857,"530","490933","05.10.2015","Dragn¢t 135 mm","Skagastrînd"
"Lòsa",5,"530","490933","05.10.2015","Dragn¢t 135 mm","Skagastrînd"
"Hlòri",7,"530","490933","05.10.2015","Dragn¢t 135 mm","Skagastrînd"
"Skarkoli",533,"530","490933","05.10.2015","Dragn¢t 135 mm","Skagastrînd"
"çorskur",1336,"530","490933","05.10.2015","Dragn¢t 135 mm","Skagastrînd"
"Steinb°tur",11,"530","490933","05.10.2015","Dragn¢t 135 mm","Skagastrînd"
"Ufsi",4,"926","510014","10.04.2016","Net","Raufarhîfn"
"ósa",25,"926","510014","10.04.2016","Net","Raufarhîfn"
"Skarkoli",247,"926","510014","10.04.2016","Net","Raufarhîfn"
"çorskur",4892,"926","510014","10.04.2016","Net","Raufarhîfn"
"Gr†sleppa",521,"926","510014","10.04.2016","Net","Raufarhîfn"
"Steinb°tur",11,"926","510014","10.04.2016","Net","Raufarhîfn"
"ósa",110,"926","509763","09.04.2016","Net","Raufarhîfn"
"Skarkoli",499,"926","509763","09.04.2016","Net","Raufarhîfn"
"çorskur",6543,"926","509763","09.04.2016","Net","Raufarhîfn"
"Gr†sleppa",220,"926","509763","09.04.2016","Net","Raufarhîfn"
"ósa",154,"926","509707","08.04.2016","Net","Raufarhîfn"
"Skarkoli",302,"926","509707","08.04.2016","Net","Raufarhîfn"
"çorskur",9018,"926","509707","08.04.2016","Net","Raufarhîfn"
"Gr†sleppa",153,"926","509707","08.04.2016","Net","Raufarhîfn"
"ósa",307,"926","509629","07.04.2016","Net","Raufarhîfn"
"Skarkoli",162,"926","509629","07.04.2016","Net","Raufarhîfn"
"çorskur",7890,"926","509629","07.04.2016","Net","Raufarhîfn"
"Gr†sleppa",204,"926","509629","07.04.2016","Net","Raufarhîfn"
"ósa",360,"926","509434","06.04.2016","Net","Raufarhîfn"
"Skarkoli",412,"926","509434","06.04.2016","Net","Raufarhîfn"
"çorskur",3927,"926","509434","06.04.2016","Net","Raufarhîfn"
"Gr†sleppa",60,"926","509434","06.04.2016","Net","Raufarhîfn"
"ósa",208,"926","509220","05.04.2016","Net","Raufarhîfn"
"Skarkoli",122,"926","509220","05.04.2016","Net","Raufarhîfn"
"çorskur",5638,"926","509220","05.04.2016","Net","Raufarhîfn"
"Gr†sleppa",167,"926","509220","05.04.2016","Net","Raufarhîfn"
"ósa",37,"926","509084","04.04.2016","Net","Raufarhîfn"
"Skarkoli",41,"926","509084","04.04.2016","Net","Raufarhîfn"
"çorskur",3586,"926","509084","04.04.2016","Net","Raufarhîfn"
"Gr†sleppa",474,"926","509084","04.04.2016","Net","Raufarhîfn"
"Steinb°tur",28,"926","509084","04.04.2016","Net","Raufarhîfn"
"Ufsi",5,"926","508482","31.03.2016","Net","Raufarhîfn"
"ósa",145,"926","508482","31.03.2016","Net","Raufarhîfn"
"Keila",8,"926","508482","31.03.2016","Net","Raufarhîfn"
"çorskur",9151,"926","508482","31.03.2016","Net","Raufarhîfn"
"Gr†sleppa",86,"926","508482","31.03.2016","Net","Raufarhîfn"
"Steinb°tur",26,"926","508482","31.03.2016","Net","Raufarhîfn"
"Ufsi",17,"926","508307","30.03.2016","Net","Raufarhîfn"
"ósa",230,"926","508307","30.03.2016","Net","Raufarhîfn"
"Hlòri",8,"926","508307","30.03.2016","Net","Raufarhîfn"
"Skarkoli",5,"926","508307","30.03.2016","Net","Raufarhîfn"
"çorskur",13712,"926","508307","30.03.2016","Net","Raufarhîfn"
"Gr†sleppa",47,"926","508307","30.03.2016","Net","Raufarhîfn"
"Steinb°tur",31,"926","508307","30.03.2016","Net","Raufarhîfn"
"Karfi / Gullkarfi",2,"926","508307","30.03.2016","Net","Raufarhîfn"
"çorskur",3605,"926","507750","23.03.2016","Net","Raufarhîfn"
"Ufsi",6,"926","507704","22.03.2016","Net","Raufarhîfn"
"ósa",340,"926","507704","22.03.2016","Net","Raufarhîfn"
"Hlòri",10,"926","507704","22.03.2016","Net","Raufarhîfn"
"çorskur",10110,"926","507704","22.03.2016","Net","Raufarhîfn"
"Karfi / Gullkarfi",33,"926","507704","22.03.2016","Net","Raufarhîfn"
"Ufsi",6,"926","507675","21.03.2016","Net","Raufarhîfn"
"ósa",74,"926","507675","21.03.2016","Net","Raufarhîfn"
"çorskur",5208,"926","507675","21.03.2016","Net","Raufarhîfn"
"Gr†sleppa",27,"926","507675","21.03.2016","Net","Raufarhîfn"
"Karfi / Gullkarfi",47,"926","507675","21.03.2016","Net","Raufarhîfn"
"Ufsi",6,"926","507326","20.03.2016","Net","Raufarhîfn"
"ósa",95,"926","507326","20.03.2016","Net","Raufarhîfn"
"Keila",7,"926","507326","20.03.2016","Net","Raufarhîfn"
"Hlòri",22,"926","507326","20.03.2016","Net","Raufarhîfn"
"Skarkoli",3,"926","507326","20.03.2016","Net","Raufarhîfn"
"çorskur",4994,"926","507326","20.03.2016","Net","Raufarhîfn"
"Gr†sleppa",17,"926","507326","20.03.2016","Net","Raufarhîfn"
