"Fisktegund","¶slëgt","skip","id","date","gear","harbour"
"ósa",108,"1434","534389","13.07.2016","Net","Gr°msey"
"çorskur",4401,"1434","534389","13.07.2016","Net","Gr°msey"
"Karfi / Gullkarfi",585,"1434","534389","13.07.2016","Net","Gr°msey"
"Ufsi",200,"1434","533984","12.07.2016","Net","Gr°msey"
"ósa",155,"1434","533984","12.07.2016","Net","Gr°msey"
"Hlòri",6,"1434","533984","12.07.2016","Net","Gr°msey"
"çorskur",3756,"1434","533984","12.07.2016","Net","Gr°msey"
"Karfi / Gullkarfi",523,"1434","533984","12.07.2016","Net","Gr°msey"
"Ufsi",80,"1434","533416","11.07.2016","Net","Gr°msey"
"ósa",80,"1434","533416","11.07.2016","Net","Gr°msey"
"Hlòri",17,"1434","533416","11.07.2016","Net","Gr°msey"
"çorskur",3549,"1434","533416","11.07.2016","Net","Gr°msey"
"Karfi / Gullkarfi",535,"1434","533416","11.07.2016","Net","Gr°msey"
"Ufsi",155,"1434","533043","07.07.2016","Net","Gr°msey"
"ósa",169,"1434","533043","07.07.2016","Net","Gr°msey"
"Hlòri",14,"1434","533043","07.07.2016","Net","Gr°msey"
"çorskur",4390,"1434","533043","07.07.2016","Net","Gr°msey"
"Karfi / Gullkarfi",510,"1434","533043","07.07.2016","Net","Gr°msey"
"Ufsi",252,"1434","533040","06.07.2016","Net","Gr°msey"
"ósa",44,"1434","533040","06.07.2016","Net","Gr°msey"
"çorskur",4949,"1434","533040","06.07.2016","Net","Gr°msey"
"Karfi / Gullkarfi",365,"1434","533040","06.07.2016","Net","Gr°msey"
"Ufsi",185,"1434","531732","05.07.2016","Net","Gr°msey"
"ósa",110,"1434","531732","05.07.2016","Net","Gr°msey"
"Hlòri",17,"1434","531732","05.07.2016","Net","Gr°msey"
"çorskur",5410,"1434","531732","05.07.2016","Net","Gr°msey"
"Karfi / Gullkarfi",526,"1434","531732","05.07.2016","Net","Gr°msey"
"Ufsi",156,"1434","531708","04.07.2016","Net","Gr°msey"
"ósa",48,"1434","531708","04.07.2016","Net","Gr°msey"
"çorskur",4189,"1434","531708","04.07.2016","Net","Gr°msey"
"Karfi / Gullkarfi",557,"1434","531708","04.07.2016","Net","Gr°msey"
"Ufsi",145,"1434","530464","03.07.2016","Net","Gr°msey"
"ósa",205,"1434","530464","03.07.2016","Net","Gr°msey"
"çorskur",3980,"1434","530464","03.07.2016","Net","Gr°msey"
"Karfi / Gullkarfi",221,"1434","530464","03.07.2016","Net","Gr°msey"
"Ufsi",149,"1434","530424","01.07.2016","Net","Gr°msey"
"ósa",44,"1434","530424","01.07.2016","Net","Gr°msey"
"çorskur",4420,"1434","530424","01.07.2016","Net","Gr°msey"
"Karfi / Gullkarfi",203,"1434","530424","01.07.2016","Net","Gr°msey"
"Ufsi",124,"1434","530327","30.06.2016","Net","Gr°msey"
"ósa",167,"1434","530327","30.06.2016","Net","Gr°msey"
"çorskur",7595,"1434","530327","30.06.2016","Net","Gr°msey"
"Karfi / Gullkarfi",348,"1434","530327","30.06.2016","Net","Gr°msey"
"Ufsi",95,"1434","530123","29.06.2016","Net","Gr°msey"
"ósa",102,"1434","530123","29.06.2016","Net","Gr°msey"
"çorskur",7301,"1434","530123","29.06.2016","Net","Gr°msey"
"Karfi / Gullkarfi",628,"1434","530123","29.06.2016","Net","Gr°msey"
"Ufsi",194,"1434","529986","28.06.2016","Net","Gr°msey"
"ósa",96,"1434","529986","28.06.2016","Net","Gr°msey"
"Hlòri",6,"1434","529986","28.06.2016","Net","Gr°msey"
"çorskur",10971,"1434","529986","28.06.2016","Net","Gr°msey"
"Karfi / Gullkarfi",498,"1434","529986","28.06.2016","Net","Gr°msey"
"Ufsi",154,"1434","529983","27.06.2016","Net","Gr°msey"
"ósa",31,"1434","529983","27.06.2016","Net","Gr°msey"
"Hlòri",2,"1434","529983","27.06.2016","Net","Gr°msey"
"çorskur",8243,"1434","529983","27.06.2016","Net","Gr°msey"
"Karfi / Gullkarfi",259,"1434","529983","27.06.2016","Net","Gr°msey"
"Ufsi",123,"1434","529514","26.06.2016","Net","Gr°msey"
"ósa",49,"1434","529514","26.06.2016","Net","Gr°msey"
"çorskur",9399,"1434","529514","26.06.2016","Net","Gr°msey"
"Karfi / Gullkarfi",455,"1434","529514","26.06.2016","Net","Gr°msey"
"Ufsi",31,"1434","529326","24.06.2016","Net","Gr°msey"
"çorskur",9048,"1434","529326","24.06.2016","Net","Gr°msey"
"Karfi / Gullkarfi",198,"1434","529326","24.06.2016","Net","Gr°msey"
"Ufsi",111,"1434","529149","23.06.2016","Net","Gr°msey"
"ósa",45,"1434","529149","23.06.2016","Net","Gr°msey"
"çorskur",11326,"1434","529149","23.06.2016","Net","Gr°msey"
"Karfi / Gullkarfi",258,"1434","529149","23.06.2016","Net","Gr°msey"
"Ufsi",281,"1434","528579","22.06.2016","Net","Gr°msey"
"ósa",69,"1434","528579","22.06.2016","Net","Gr°msey"
"çorskur",7896,"1434","528579","22.06.2016","Net","Gr°msey"
"Karfi / Gullkarfi",214,"1434","528579","22.06.2016","Net","Gr°msey"
"Ufsi",452,"1434","528565","21.06.2016","Net","Gr°msey"
"ósa",133,"1434","528565","21.06.2016","Net","Gr°msey"
"çorskur",9479,"1434","528565","21.06.2016","Net","Gr°msey"
"Karfi / Gullkarfi",286,"1434","528565","21.06.2016","Net","Gr°msey"
"Ufsi",124,"1434","528556","20.06.2016","Net","Gr°msey"
"ósa",140,"1434","528556","20.06.2016","Net","Gr°msey"
"çorskur",6532,"1434","528556","20.06.2016","Net","Gr°msey"
"Karfi / Gullkarfi",150,"1434","528556","20.06.2016","Net","Gr°msey"
"Ufsi",136,"1434","528211","19.06.2016","Net","Gr°msey"
"ósa",85,"1434","528211","19.06.2016","Net","Gr°msey"
"Hlòri",11,"1434","528211","19.06.2016","Net","Gr°msey"
"çorskur",9446,"1434","528211","19.06.2016","Net","Gr°msey"
"Karfi / Gullkarfi",96,"1434","528211","19.06.2016","Net","Gr°msey"
"Ufsi",46,"1434","527898","15.06.2016","Net","Gr°msey"
"ósa",10,"1434","527898","15.06.2016","Net","Gr°msey"
"çorskur",3801,"1434","527898","15.06.2016","Net","Gr°msey"
"Karfi / Gullkarfi",160,"1434","527898","15.06.2016","Net","Gr°msey"
"Ufsi",73,"1434","527232","14.06.2016","Net","Gr°msey"
"ósa",14,"1434","527232","14.06.2016","Net","Gr°msey"
"çorskur",5844,"1434","527232","14.06.2016","Net","Gr°msey"
"Karfi / Gullkarfi",141,"1434","527232","14.06.2016","Net","Gr°msey"
"Ufsi",55,"1434","526716","13.06.2016","Net","Gr°msey"
"ósa",18,"1434","526716","13.06.2016","Net","Gr°msey"
"çorskur",6286,"1434","526716","13.06.2016","Net","Gr°msey"
"Karfi / Gullkarfi",153,"1434","526716","13.06.2016","Net","Gr°msey"
"Ufsi",123,"1434","526077","10.06.2016","Net","Gr°msey"
"ósa",24,"1434","526077","10.06.2016","Net","Gr°msey"
"Hlòri",4,"1434","526077","10.06.2016","Net","Gr°msey"
"çorskur",8519,"1434","526077","10.06.2016","Net","Gr°msey"
"Karfi / Gullkarfi",237,"1434","526077","10.06.2016","Net","Gr°msey"
"Ufsi",237,"1434","525766","09.06.2016","Net","Gr°msey"
"ósa",62,"1434","525766","09.06.2016","Net","Gr°msey"
"Hlòri",11,"1434","525766","09.06.2016","Net","Gr°msey"
"çorskur",6630,"1434","525766","09.06.2016","Net","Gr°msey"
"Karfi / Gullkarfi",285,"1434","525766","09.06.2016","Net","Gr°msey"
"Ufsi",286,"1434","525056","08.06.2016","Net","Gr°msey"
"ósa",54,"1434","525056","08.06.2016","Net","Gr°msey"
"Hlòri",6,"1434","525056","08.06.2016","Net","Gr°msey"
"çorskur",9108,"1434","525056","08.06.2016","Net","Gr°msey"
"Karfi / Gullkarfi",210,"1434","525056","08.06.2016","Net","Gr°msey"
"Ufsi",246,"1434","524464","07.06.2016","Net","Gr°msey"
"ósa",35,"1434","524464","07.06.2016","Net","Gr°msey"
"çorskur",12113,"1434","524464","07.06.2016","Net","Gr°msey"
"Karfi / Gullkarfi",206,"1434","524464","07.06.2016","Net","Gr°msey"
"Ufsi",248,"1434","523329","03.06.2016","Net","Gr°msey"
"ósa",19,"1434","523329","03.06.2016","Net","Gr°msey"
"Hlòri",18,"1434","523329","03.06.2016","Net","Gr°msey"
"çorskur",12865,"1434","523329","03.06.2016","Net","Gr°msey"
"Karfi / Gullkarfi",195,"1434","523329","03.06.2016","Net","Gr°msey"
"Ufsi",220,"1434","522944","02.06.2016","Net","Gr°msey"
"ósa",15,"1434","522944","02.06.2016","Net","Gr°msey"
"çorskur",11715,"1434","522944","02.06.2016","Net","Gr°msey"
"Karfi / Gullkarfi",328,"1434","522944","02.06.2016","Net","Gr°msey"
"Karfi / Gullkarfi",60,"1434","554634","01.06.2016","Net","ómsir staåir"
"Ufsi",92,"1434","522915","01.06.2016","Net","Gr°msey"
"Hlòri",7,"1434","522915","01.06.2016","Net","Gr°msey"
"çorskur",5990,"1434","522915","01.06.2016","Net","Gr°msey"
"Karfi / Gullkarfi",141,"1434","522915","01.06.2016","Net","Gr°msey"
"Ufsi",29,"1434","521237","30.05.2016","Net","¶lafsv°k"
"ósa",18,"1434","521237","30.05.2016","Net","¶lafsv°k"
"Langa",9,"1434","521237","30.05.2016","Net","¶lafsv°k"
"çorskur",3919,"1434","521237","30.05.2016","Net","¶lafsv°k"
"Ufsi",36,"1434","520865","27.05.2016","Net","¶lafsv°k"
"ósa",6,"1434","520865","27.05.2016","Net","¶lafsv°k"
"Langa",19,"1434","520865","27.05.2016","Net","¶lafsv°k"
"çorskur",1105,"1434","520865","27.05.2016","Net","¶lafsv°k"
"Ufsi",10,"1434","520769","26.05.2016","Net","¶lafsv°k"
"ósa",106,"1434","520769","26.05.2016","Net","¶lafsv°k"
"çorskur",5955,"1434","520769","26.05.2016","Net","¶lafsv°k"
"Ufsi",26,"1434","520586","25.05.2016","Net","¶lafsv°k"
"ósa",92,"1434","520586","25.05.2016","Net","¶lafsv°k"
"Langa",23,"1434","520586","25.05.2016","Net","¶lafsv°k"
"çorskur",6327,"1434","520586","25.05.2016","Net","¶lafsv°k"
"Ufsi",64,"1434","520317","24.05.2016","Net","¶lafsv°k"
"ósa",62,"1434","520317","24.05.2016","Net","¶lafsv°k"
"Langa",36,"1434","520317","24.05.2016","Net","¶lafsv°k"
"çorskur",6299,"1434","520317","24.05.2016","Net","¶lafsv°k"
"Ufsi",215,"1434","519855","23.05.2016","Net","¶lafsv°k"
"ósa",75,"1434","519855","23.05.2016","Net","¶lafsv°k"
"Langa",129,"1434","519855","23.05.2016","Net","¶lafsv°k"
"çorskur",4751,"1434","519855","23.05.2016","Net","¶lafsv°k"
"Ufsi",204,"1434","519611","21.05.2016","Net","¶lafsv°k"
"ósa",38,"1434","519611","21.05.2016","Net","¶lafsv°k"
"Langa",41,"1434","519611","21.05.2016","Net","¶lafsv°k"
"çorskur",10333,"1434","519611","21.05.2016","Net","¶lafsv°k"
"Ufsi",223,"1434","519480","20.05.2016","Net","¶lafsv°k"
"ósa",40,"1434","519480","20.05.2016","Net","¶lafsv°k"
"Langa",18,"1434","519480","20.05.2016","Net","¶lafsv°k"
"çorskur",12063,"1434","519480","20.05.2016","Net","¶lafsv°k"
"Ufsi",277,"1434","518817","19.05.2016","Net","¶lafsv°k"
"ósa",49,"1434","518817","19.05.2016","Net","¶lafsv°k"
"Langa",44,"1434","518817","19.05.2016","Net","¶lafsv°k"
"çorskur",14514,"1434","518817","19.05.2016","Net","¶lafsv°k"
"Ufsi",160,"1434","518185","18.05.2016","Net","¶lafsv°k"
"ósa",31,"1434","518185","18.05.2016","Net","¶lafsv°k"
"Langa",63,"1434","518185","18.05.2016","Net","¶lafsv°k"
"çorskur",14869,"1434","518185","18.05.2016","Net","¶lafsv°k"
"Ufsi",137,"1434","517592","17.05.2016","Net","¶lafsv°k"
"ósa",60,"1434","517592","17.05.2016","Net","¶lafsv°k"
"Langa",79,"1434","517592","17.05.2016","Net","¶lafsv°k"
"çorskur",15651,"1434","517592","17.05.2016","Net","¶lafsv°k"
"Karfi / Gullkarfi",6,"1434","517592","17.05.2016","Net","¶lafsv°k"
"Ufsi",54,"1434","517251","13.05.2016","Net","¶lafsv°k"
"Langa",113,"1434","517251","13.05.2016","Net","¶lafsv°k"
"Skarkoli",33,"1434","517251","13.05.2016","Net","¶lafsv°k"
"çorskur",18510,"1434","517251","13.05.2016","Net","¶lafsv°k"
"Ufsi",160,"1434","516558","12.05.2016","Net","¶lafsv°k"
"ósa",38,"1434","516558","12.05.2016","Net","¶lafsv°k"
"Langa",76,"1434","516558","12.05.2016","Net","¶lafsv°k"
"Skarkoli",77,"1434","516558","12.05.2016","Net","¶lafsv°k"
"çorskur",11911,"1434","516558","12.05.2016","Net","¶lafsv°k"
"Ufsi",73,"1434","516175","11.05.2016","Net","¶lafsv°k"
"ósa",71,"1434","516175","11.05.2016","Net","¶lafsv°k"
"Langa",44,"1434","516175","11.05.2016","Net","¶lafsv°k"
"Skarkoli",52,"1434","516175","11.05.2016","Net","¶lafsv°k"
"çorskur",14704,"1434","516175","11.05.2016","Net","¶lafsv°k"
"Ufsi",210,"1434","515739","10.05.2016","Net","¶lafsv°k"
"ósa",77,"1434","515739","10.05.2016","Net","¶lafsv°k"
"Langa",85,"1434","515739","10.05.2016","Net","¶lafsv°k"
"Hlòri",4,"1434","515739","10.05.2016","Net","¶lafsv°k"
"Skarkoli",47,"1434","515739","10.05.2016","Net","¶lafsv°k"
"çorskur",9048,"1434","515739","10.05.2016","Net","¶lafsv°k"
"çorskur",12838,"1434","515158","09.05.2016","Net","¶lafsv°k"
"Ufsi",274,"1434","515496","09.05.2016","Net","¶lafsv°k"
"ósa",68,"1434","515496","09.05.2016","Net","¶lafsv°k"
"Langa",26,"1434","515496","09.05.2016","Net","¶lafsv°k"
"Skarkoli",46,"1434","515496","09.05.2016","Net","¶lafsv°k"
"çorskur",9201,"1434","515496","09.05.2016","Net","¶lafsv°k"
"ósa",142,"1434","514723","07.05.2016","Net","H¢lmav°k"
"çorskur",5896,"1434","514723","07.05.2016","Net","H¢lmav°k"
"ósa",207,"1434","514670","06.05.2016","Net","H¢lmav°k"
"çorskur",5920,"1434","514670","06.05.2016","Net","H¢lmav°k"
"ósa",324,"1434","514610","05.05.2016","Net","H¢lmav°k"
"çorskur",5904,"1434","514610","05.05.2016","Net","H¢lmav°k"
"ósa",194,"1434","514473","04.05.2016","Net","H¢lmav°k"
"çorskur",5823,"1434","514473","04.05.2016","Net","H¢lmav°k"
"ósa",200,"1434","514227","03.05.2016","Net","H¢lmav°k"
"Lòsa",53,"1434","514227","03.05.2016","Net","H¢lmav°k"
"Skarkoli",39,"1434","514227","03.05.2016","Net","H¢lmav°k"
"çorskur",12900,"1434","514227","03.05.2016","Net","H¢lmav°k"
"ósa",174,"1434","513942","02.05.2016","Net","H¢lmav°k"
"Langa",34,"1434","513942","02.05.2016","Net","H¢lmav°k"
"Skarkoli",43,"1434","513942","02.05.2016","Net","H¢lmav°k"
"çorskur",8013,"1434","513942","02.05.2016","Net","H¢lmav°k"
"ósa",294,"1434","513563","01.05.2016","Net","H¢lmav°k"
"Skarkoli",184,"1434","513563","01.05.2016","Net","H¢lmav°k"
"çorskur",8399,"1434","513563","01.05.2016","Net","H¢lmav°k"
"Karfi / Gullkarfi",31,"1434","513563","01.05.2016","Net","H¢lmav°k"
"Ufsi",2182,"1434","513122","27.04.2016","Net","Gr°msey"
"ósa",10,"1434","513122","27.04.2016","Net","Gr°msey"
"çorskur",815,"1434","513122","27.04.2016","Net","Gr°msey"
"Karfi / Gullkarfi",28,"1434","513122","27.04.2016","Net","Gr°msey"
"Ufsi",2576,"1434","513072","26.04.2016","Net","Gr°msey"
"ósa",38,"1434","513072","26.04.2016","Net","Gr°msey"
"çorskur",721,"1434","513072","26.04.2016","Net","Gr°msey"
"Karfi / Gullkarfi",136,"1434","513072","26.04.2016","Net","Gr°msey"
"Ufsi",4750,"1434","512773","25.04.2016","Net","Gr°msey"
"ósa",79,"1434","512773","25.04.2016","Net","Gr°msey"
"Hlòri",11,"1434","512773","25.04.2016","Net","Gr°msey"
"çorskur",874,"1434","512773","25.04.2016","Net","Gr°msey"
"Karfi / Gullkarfi",174,"1434","512773","25.04.2016","Net","Gr°msey"
"Ufsi",2410,"1434","512208","23.04.2016","Net","Gr°msey"
"ósa",26,"1434","512208","23.04.2016","Net","Gr°msey"
"Hlòri",46,"1434","512208","23.04.2016","Net","Gr°msey"
"çorskur",1069,"1434","512208","23.04.2016","Net","Gr°msey"
"Karfi / Gullkarfi",200,"1434","512208","23.04.2016","Net","Gr°msey"
"Ufsi",564,"1434","512204","22.04.2016","Net","Gr°msey"
"ósa",24,"1434","512204","22.04.2016","Net","Gr°msey"
"Hlòri",17,"1434","512204","22.04.2016","Net","Gr°msey"
"çorskur",1794,"1434","512204","22.04.2016","Net","Gr°msey"
"Karfi / Gullkarfi",280,"1434","512204","22.04.2016","Net","Gr°msey"
"Ufsi",1096,"1434","511666","21.04.2016","Net","Gr°msey"
"ósa",15,"1434","511666","21.04.2016","Net","Gr°msey"
"Hlòri",20,"1434","511666","21.04.2016","Net","Gr°msey"
"çorskur",1235,"1434","511666","21.04.2016","Net","Gr°msey"
"Karfi / Gullkarfi",197,"1434","511666","21.04.2016","Net","Gr°msey"
"Ufsi",682,"1434","511665","20.04.2016","Net","Gr°msey"
"ósa",143,"1434","511665","20.04.2016","Net","Gr°msey"
"Hlòri",23,"1434","511665","20.04.2016","Net","Gr°msey"
"çorskur",1211,"1434","511665","20.04.2016","Net","Gr°msey"
"Karfi / Gullkarfi",435,"1434","511665","20.04.2016","Net","Gr°msey"
"ósa",96,"1434","511399","19.04.2016","Net","Gr°msey"
"çorskur",340,"1434","511399","19.04.2016","Net","Gr°msey"
"Karfi / Gullkarfi",127,"1434","511399","19.04.2016","Net","Gr°msey"
"ósa",356,"1434","510899","15.04.2016","Net","H¢lmav°k"
"Lòsa",79,"1434","510899","15.04.2016","Net","H¢lmav°k"
"Skarkoli",167,"1434","510899","15.04.2016","Net","H¢lmav°k"
"çorskur",9910,"1434","510899","15.04.2016","Net","H¢lmav°k"
"Gr†sleppa",26,"1434","510899","15.04.2016","Net","H¢lmav°k"
"Steinb°tur",7,"1434","510899","15.04.2016","Net","H¢lmav°k"
"Karfi / Gullkarfi",26,"1434","510899","15.04.2016","Net","H¢lmav°k"
"ósa",11,"1434","510760","14.04.2016","Net","Hvammstangi"
"Skarkoli",9,"1434","510760","14.04.2016","Net","Hvammstangi"
"çorskur",3826,"1434","510760","14.04.2016","Net","Hvammstangi"
"Gr†sleppa",70,"1434","510760","14.04.2016","Net","Hvammstangi"
"Ufsi",2,"1434","510558","13.04.2016","Net","Skagastrînd"
"ósa",158,"1434","510558","13.04.2016","Net","Skagastrînd"
"Skarkoli",22,"1434","510558","13.04.2016","Net","Skagastrînd"
"çorskur",3286,"1434","510558","13.04.2016","Net","Skagastrînd"
"Rauåmagi",6,"1434","510558","13.04.2016","Net","Skagastrînd"
"Gr†sleppa",100,"1434","510558","13.04.2016","Net","Skagastrînd"
"Steinb°tur",3,"1434","510558","13.04.2016","Net","Skagastrînd"
"Karfi / Gullkarfi",6,"1434","510558","13.04.2016","Net","Skagastrînd"
"Skarkoli",84,"1434","510095","11.04.2016","Net","Sauå†rkr¢kur"
"çorskur",4460,"1434","510095","11.04.2016","Net","Sauå†rkr¢kur"
"Gr†sleppa",123,"1434","510095","11.04.2016","Net","Sauå†rkr¢kur"
"ósa",174,"1434","509876","10.04.2016","Net","Hofs¢s"
"Skarkoli",48,"1434","509876","10.04.2016","Net","Hofs¢s"
"çorskur",1707,"1434","509876","10.04.2016","Net","Hofs¢s"
"Gr†sleppa",30,"1434","509876","10.04.2016","Net","Hofs¢s"
"Steinb°tur",4,"1434","509876","10.04.2016","Net","Hofs¢s"
"Skr†pfl£ra",171,"1434","509876","10.04.2016","Net","Hofs¢s"
"Ufsi",61,"1434","509717","08.04.2016","Net","Dalv°k"
"ósa",135,"1434","509717","08.04.2016","Net","Dalv°k"
"Keila",7,"1434","509717","08.04.2016","Net","Dalv°k"
"Lòsa",6,"1434","509717","08.04.2016","Net","Dalv°k"
"çorskur",4346,"1434","509717","08.04.2016","Net","Dalv°k"
"Rauåmagi",86,"1434","509717","08.04.2016","Net","Dalv°k"
"Gr†sleppa",530,"1434","509717","08.04.2016","Net","Dalv°k"
"ósa",304,"1434","509460","07.04.2016","Net","K¢pasker"
"Skarkoli",42,"1434","509460","07.04.2016","Net","K¢pasker"
"çorskur",9082,"1434","509460","07.04.2016","Net","K¢pasker"
"Rauåmagi",66,"1434","509460","07.04.2016","Net","K¢pasker"
"Gr†sleppa",586,"1434","509460","07.04.2016","Net","K¢pasker"
"ósa",587,"1434","509156","05.04.2016","Net","ç¢rshîfn"
"çorskur",14982,"1434","509156","05.04.2016","Net","ç¢rshîfn"
"ósa",88,"1434","509258","05.04.2016","Net","ç¢rshîfn"
"Skarkoli",134,"1434","509258","05.04.2016","Net","ç¢rshîfn"
"çorskur",3143,"1434","509258","05.04.2016","Net","ç¢rshîfn"
"Rauåmagi",51,"1434","509258","05.04.2016","Net","ç¢rshîfn"
"Gr†sleppa",254,"1434","509258","05.04.2016","Net","ç¢rshîfn"
"Ufsi",150,"1434","508809","03.04.2016","Net","Gr°msey"
"ósa",110,"1434","508809","03.04.2016","Net","Gr°msey"
"Keila",24,"1434","508809","03.04.2016","Net","Gr°msey"
"Langa",15,"1434","508809","03.04.2016","Net","Gr°msey"
"Hlòri",2,"1434","508809","03.04.2016","Net","Gr°msey"
"çorskur",3754,"1434","508809","03.04.2016","Net","Gr°msey"
"Gr†l£åa",30,"1434","508809","03.04.2016","Net","Gr°msey"
"Karfi / Gullkarfi",1745,"1434","508809","03.04.2016","Net","Gr°msey"
"Ufsi",189,"1434","507997","29.03.2016","Net","Siglufjîråur"
"ósa",181,"1434","507997","29.03.2016","Net","Siglufjîråur"
"Hlòri",7,"1434","507997","29.03.2016","Net","Siglufjîråur"
"çorskur",9496,"1434","507997","29.03.2016","Net","Siglufjîråur"
"Karfi / Gullkarfi",482,"1434","507997","29.03.2016","Net","Siglufjîråur"
"Ufsi",42,"1434","507885","28.03.2016","Net","Gr°msey"
"ósa",49,"1434","507885","28.03.2016","Net","Gr°msey"
"çorskur",3854,"1434","507885","28.03.2016","Net","Gr°msey"
"Karfi / Gullkarfi",6,"1434","507885","28.03.2016","Net","Gr°msey"
"Ufsi",304,"1434","507794","24.03.2016","Net","Gr°msey"
"ósa",167,"1434","507794","24.03.2016","Net","Gr°msey"
"Hlòri",20,"1434","507794","24.03.2016","Net","Gr°msey"
"çorskur",8187,"1434","507794","24.03.2016","Net","Gr°msey"
"Karfi / Gullkarfi",220,"1434","507794","24.03.2016","Net","Gr°msey"
"Ufsi",602,"1434","507722","23.03.2016","Net","Gr°msey"
"ósa",155,"1434","507722","23.03.2016","Net","Gr°msey"
"çorskur",10069,"1434","507722","23.03.2016","Net","Gr°msey"
"Karfi / Gullkarfi",1065,"1434","507722","23.03.2016","Net","Gr°msey"
"Ufsi",157,"1434","507697","22.03.2016","Net","Gr°msey"
"ósa",164,"1434","507697","22.03.2016","Net","Gr°msey"
"çorskur",5304,"1434","507697","22.03.2016","Net","Gr°msey"
"Karfi / Gullkarfi",112,"1434","507697","22.03.2016","Net","Gr°msey"
"Ufsi",40,"1434","507696","21.03.2016","Net","Gr°msey"
"ósa",83,"1434","507696","21.03.2016","Net","Gr°msey"
"çorskur",4233,"1434","507696","21.03.2016","Net","Gr°msey"
"Karfi / Gullkarfi",80,"1434","507696","21.03.2016","Net","Gr°msey"
"Ufsi",8,"1434","507313","20.03.2016","Net","Gr°msey"
"ósa",129,"1434","507313","20.03.2016","Net","Gr°msey"
"Hlòri",8,"1434","507313","20.03.2016","Net","Gr°msey"
"çorskur",4846,"1434","507313","20.03.2016","Net","Gr°msey"
"Karfi / Gullkarfi",323,"1434","507313","20.03.2016","Net","Gr°msey"
"Ufsi",14,"1434","507310","19.03.2016","Net","Gr°msey"
"ósa",156,"1434","507310","19.03.2016","Net","Gr°msey"
"çorskur",3646,"1434","507310","19.03.2016","Net","Gr°msey"
"Karfi / Gullkarfi",137,"1434","507310","19.03.2016","Net","Gr°msey"
"Ufsi",27,"1434","507057","18.03.2016","Net","Gr°msey"
"ósa",283,"1434","507057","18.03.2016","Net","Gr°msey"
"çorskur",4650,"1434","507057","18.03.2016","Net","Gr°msey"
"Karfi / Gullkarfi",49,"1434","507057","18.03.2016","Net","Gr°msey"
"Ufsi",121,"1434","506970","17.03.2016","Net","Gr°msey"
"ósa",185,"1434","506970","17.03.2016","Net","Gr°msey"
"Hlòri",18,"1434","506970","17.03.2016","Net","Gr°msey"
"çorskur",6461,"1434","506970","17.03.2016","Net","Gr°msey"
"Karfi / Gullkarfi",489,"1434","506970","17.03.2016","Net","Gr°msey"
"Ufsi",12,"1434","506778","16.03.2016","Net","Gr°msey"
"ósa",45,"1434","506778","16.03.2016","Net","Gr°msey"
"çorskur",6146,"1434","506778","16.03.2016","Net","Gr°msey"
"Karfi / Gullkarfi",430,"1434","506778","16.03.2016","Net","Gr°msey"
"Ufsi",24,"1434","506583","15.03.2016","Net","Gr°msey"
"Hlòri",10,"1434","506583","15.03.2016","Net","Gr°msey"
"çorskur",5586,"1434","506583","15.03.2016","Net","Gr°msey"
"Karfi / Gullkarfi",335,"1434","506583","15.03.2016","Net","Gr°msey"
"Ufsi",8,"1434","506581","14.03.2016","Net","Gr°msey"
"çorskur",2265,"1434","506581","14.03.2016","Net","Gr°msey"
"Karfi / Gullkarfi",144,"1434","506581","14.03.2016","Net","Gr°msey"
"Ufsi",20,"1434","506382","13.03.2016","Net","Gr°msey"
"çorskur",3761,"1434","506382","13.03.2016","Net","Gr°msey"
"Karfi / Gullkarfi",73,"1434","506382","13.03.2016","Net","Gr°msey"
"Ufsi",33,"1434","506312","10.03.2016","Net","Gr°msey"
"ósa",36,"1434","506312","10.03.2016","Net","Gr°msey"
"çorskur",3387,"1434","506312","10.03.2016","Net","Gr°msey"
"Karfi / Gullkarfi",125,"1434","506312","10.03.2016","Net","Gr°msey"
"Ufsi",533,"1434","506183","09.03.2016","Net","Gr°msey"
"ósa",107,"1434","506183","09.03.2016","Net","Gr°msey"
"Hlòri",6,"1434","506183","09.03.2016","Net","Gr°msey"
"çorskur",7598,"1434","506183","09.03.2016","Net","Gr°msey"
"Karfi / Gullkarfi",942,"1434","506183","09.03.2016","Net","Gr°msey"
"Ufsi",554,"1434","506053","08.03.2016","Net","Gr°msey"
"ósa",64,"1434","506053","08.03.2016","Net","Gr°msey"
"Hlòri",6,"1434","506053","08.03.2016","Net","Gr°msey"
"çorskur",6810,"1434","506053","08.03.2016","Net","Gr°msey"
"Karfi / Gullkarfi",404,"1434","506053","08.03.2016","Net","Gr°msey"
"Ufsi",1596,"1434","505855","07.03.2016","Net","Gr°msey"
"ósa",36,"1434","505855","07.03.2016","Net","Gr°msey"
"Hlòri",16,"1434","505855","07.03.2016","Net","Gr°msey"
"çorskur",10265,"1434","505855","07.03.2016","Net","Gr°msey"
"Karfi / Gullkarfi",1704,"1434","505855","07.03.2016","Net","Gr°msey"
"Ufsi",24,"1434","505711","06.03.2016","Net","Gr°msey"
"çorskur",2267,"1434","505711","06.03.2016","Net","Gr°msey"
"Karfi / Gullkarfi",14,"1434","505711","06.03.2016","Net","Gr°msey"
"Ufsi",29,"1434","505709","05.03.2016","Net","Gr°msey"
"ósa",14,"1434","505709","05.03.2016","Net","Gr°msey"
"çorskur",3885,"1434","505709","05.03.2016","Net","Gr°msey"
