"Fisktegund","¶slëgt","skip","id","date","gear","harbour"
"Steinb°tur",43,"1434","596507","29.08.2017","Dragn¢t 135 mm","¶lafsfjîråur"
"ósa",3360,"1434","596290","28.08.2017","Dragn¢t 135 mm","¶lafsfjîråur"
"çorskur",2619,"1434","596290","28.08.2017","Dragn¢t 135 mm","¶lafsfjîråur"
"Ufsi",239,"1434","596045","25.08.2017","Dragn¢t 135 mm","Siglufjîråur"
"Hlòri",11,"1434","596045","25.08.2017","Dragn¢t 135 mm","Siglufjîråur"
"çorskur",1473,"1434","596045","25.08.2017","Dragn¢t 135 mm","Siglufjîråur"
"ósa",7017,"1434","595856","24.08.2017","Dragn¢t 135 mm","Siglufjîråur"
"çorskur",560,"1434","595856","24.08.2017","Dragn¢t 135 mm","Siglufjîråur"
"Steinb°tur",43,"1434","595856","24.08.2017","Dragn¢t 135 mm","Siglufjîråur"
"ósa",11343,"1434","595672","23.08.2017","Dragn¢t 135 mm","Hofs¢s"
"çorskur",375,"1434","595672","23.08.2017","Dragn¢t 135 mm","Hofs¢s"
"Steinb°tur",78,"1434","595672","23.08.2017","Dragn¢t 135 mm","Hofs¢s"
"ósa",7871,"1434","595308","22.08.2017","Dragn¢t 135 mm","Hofs¢s"
"çorskur",229,"1434","595308","22.08.2017","Dragn¢t 135 mm","Hofs¢s"
"Steinb°tur",43,"1434","595308","22.08.2017","Dragn¢t 135 mm","Hofs¢s"
"ósa",8921,"1434","595156","21.08.2017","Dragn¢t 135 mm","Hofs¢s"
"çorskur",1577,"1434","595156","21.08.2017","Dragn¢t 135 mm","Hofs¢s"
"Steinb°tur",84,"1434","595156","21.08.2017","Dragn¢t 135 mm","Hofs¢s"
"ósa",4358,"1434","594632","17.08.2017","Dragn¢t 135 mm","Hofs¢s"
"çorskur",249,"1434","594632","17.08.2017","Dragn¢t 135 mm","Hofs¢s"
"Steinb°tur",84,"1434","594632","17.08.2017","Dragn¢t 135 mm","Hofs¢s"
"ósa",3925,"1434","594457","16.08.2017","Dragn¢t 135 mm","Hofs¢s"
"çorskur",411,"1434","594457","16.08.2017","Dragn¢t 135 mm","Hofs¢s"
"Steinb°tur",94,"1434","594457","16.08.2017","Dragn¢t 135 mm","Hofs¢s"
"ósa",7010,"1434","594122","15.08.2017","Dragn¢t 135 mm","Hofs¢s"
"çorskur",471,"1434","594122","15.08.2017","Dragn¢t 135 mm","Hofs¢s"
"Steinb°tur",121,"1434","594122","15.08.2017","Dragn¢t 135 mm","Hofs¢s"
"ósa",11269,"1434","593359","14.08.2017","Dragn¢t 135 mm","Hofs¢s"
"çorskur",1044,"1434","593359","14.08.2017","Dragn¢t 135 mm","Hofs¢s"
"Steinb°tur",79,"1434","593359","14.08.2017","Dragn¢t 135 mm","Hofs¢s"
"ósa",3698,"1434","592766","11.08.2017","Dragn¢t 135 mm","Hofs¢s"
"çorskur",987,"1434","592766","11.08.2017","Dragn¢t 135 mm","Hofs¢s"
"Steinb°tur",82,"1434","592766","11.08.2017","Dragn¢t 135 mm","Hofs¢s"
"ósa",7207,"1434","592653","10.08.2017","Dragn¢t 135 mm","Hofs¢s"
"çorskur",946,"1434","592653","10.08.2017","Dragn¢t 135 mm","Hofs¢s"
"Steinb°tur",123,"1434","592653","10.08.2017","Dragn¢t 135 mm","Hofs¢s"
"ósa",13440,"1434","592254","09.08.2017","Dragn¢t 135 mm","Hofs¢s"
"çorskur",638,"1434","592254","09.08.2017","Dragn¢t 135 mm","Hofs¢s"
"Steinb°tur",118,"1434","592254","09.08.2017","Dragn¢t 135 mm","Hofs¢s"
"ósa",8782,"1434","591823","08.08.2017","Dragn¢t 135 mm","Hofs¢s"
"çorskur",1736,"1434","591823","08.08.2017","Dragn¢t 135 mm","Hofs¢s"
"Steinb°tur",98,"1434","591823","08.08.2017","Dragn¢t 135 mm","Hofs¢s"
"çorskur",2454,"1434","590568","03.08.2017","Dragn¢t 135 mm","¶lafsfjîråur"
"Ufsi",493,"1434","580864","27.06.2017","Net","Gr°msey"
"ósa",90,"1434","580864","27.06.2017","Net","Gr°msey"
"Hlòri",10,"1434","580864","27.06.2017","Net","Gr°msey"
"çorskur",6957,"1434","580864","27.06.2017","Net","Gr°msey"
"Karfi / Gullkarfi",397,"1434","580864","27.06.2017","Net","Gr°msey"
"Ufsi",998,"1434","580571","26.06.2017","Net","Gr°msey"
"çorskur",13971,"1434","580571","26.06.2017","Net","Gr°msey"
"Karfi / Gullkarfi",671,"1434","580571","26.06.2017","Net","Gr°msey"
"Ufsi",235,"1434","580176","25.06.2017","Net","Gr°msey"
"ósa",51,"1434","580176","25.06.2017","Net","Gr°msey"
"Langa",106,"1434","580176","25.06.2017","Net","Gr°msey"
"çorskur",6151,"1434","580176","25.06.2017","Net","Gr°msey"
"Karfi / Gullkarfi",169,"1434","580176","25.06.2017","Net","Gr°msey"
"Ufsi",1064,"1434","580044","23.06.2017","Net","Gr°msey"
"ósa",33,"1434","580044","23.06.2017","Net","Gr°msey"
"Hlòri",9,"1434","580044","23.06.2017","Net","Gr°msey"
"çorskur",10360,"1434","580044","23.06.2017","Net","Gr°msey"
"Karfi / Gullkarfi",320,"1434","580044","23.06.2017","Net","Gr°msey"
"Ufsi",510,"1434","579860","22.06.2017","Net","Gr°msey"
"ósa",18,"1434","579860","22.06.2017","Net","Gr°msey"
"Hlòri",4,"1434","579860","22.06.2017","Net","Gr°msey"
"çorskur",6233,"1434","579860","22.06.2017","Net","Gr°msey"
"Karfi / Gullkarfi",196,"1434","579860","22.06.2017","Net","Gr°msey"
"Ufsi",960,"1434","579855","21.06.2017","Net","Gr°msey"
"ósa",37,"1434","579855","21.06.2017","Net","Gr°msey"
"Hlòri",17,"1434","579855","21.06.2017","Net","Gr°msey"
"çorskur",9371,"1434","579855","21.06.2017","Net","Gr°msey"
"Karfi / Gullkarfi",174,"1434","579855","21.06.2017","Net","Gr°msey"
"Ufsi",627,"1434","579421","20.06.2017","Net","Gr°msey"
"çorskur",10081,"1434","579421","20.06.2017","Net","Gr°msey"
"Karfi / Gullkarfi",246,"1434","579421","20.06.2017","Net","Gr°msey"
"Ufsi",602,"1434","578879","19.06.2017","Net","Gr°msey"
"Hlòri",3,"1434","578879","19.06.2017","Net","Gr°msey"
"çorskur",8587,"1434","578879","19.06.2017","Net","Gr°msey"
"Karfi / Gullkarfi",311,"1434","578879","19.06.2017","Net","Gr°msey"
"Ufsi",400,"1434","578413","16.06.2017","Net","Gr°msey"
"ósa",13,"1434","578413","16.06.2017","Net","Gr°msey"
"Hlòri",11,"1434","578413","16.06.2017","Net","Gr°msey"
"çorskur",8489,"1434","578413","16.06.2017","Net","Gr°msey"
"Karfi / Gullkarfi",167,"1434","578413","16.06.2017","Net","Gr°msey"
"Ufsi",437,"1434","578320","15.06.2017","Net","Gr°msey"
"ósa",20,"1434","578320","15.06.2017","Net","Gr°msey"
"Hlòri",16,"1434","578320","15.06.2017","Net","Gr°msey"
"çorskur",8668,"1434","578320","15.06.2017","Net","Gr°msey"
"Karfi / Gullkarfi",212,"1434","578320","15.06.2017","Net","Gr°msey"
"Ufsi",399,"1434","577929","14.06.2017","Net","Gr°msey"
"ósa",6,"1434","577929","14.06.2017","Net","Gr°msey"
"Hlòri",7,"1434","577929","14.06.2017","Net","Gr°msey"
"çorskur",8926,"1434","577929","14.06.2017","Net","Gr°msey"
"Karfi / Gullkarfi",156,"1434","577929","14.06.2017","Net","Gr°msey"
"Ufsi",615,"1434","577502","13.06.2017","Net","Gr°msey"
"ósa",32,"1434","577502","13.06.2017","Net","Gr°msey"
"çorskur",7858,"1434","577502","13.06.2017","Net","Gr°msey"
"Karfi / Gullkarfi",97,"1434","577502","13.06.2017","Net","Gr°msey"
"Ufsi",229,"1434","576494","10.06.2017","Net","Gr°msey"
"ósa",120,"1434","576494","10.06.2017","Net","Gr°msey"
"Hlòri",6,"1434","576494","10.06.2017","Net","Gr°msey"
"çorskur",5940,"1434","576494","10.06.2017","Net","Gr°msey"
"Karfi / Gullkarfi",61,"1434","576494","10.06.2017","Net","Gr°msey"
"Ufsi",468,"1434","576251","07.06.2017","Net","Gr°msey"
"ósa",33,"1434","576251","07.06.2017","Net","Gr°msey"
"Hlòri",24,"1434","576251","07.06.2017","Net","Gr°msey"
"çorskur",14593,"1434","576251","07.06.2017","Net","Gr°msey"
"Karfi / Gullkarfi",180,"1434","576251","07.06.2017","Net","Gr°msey"
"Ufsi",213,"1434","575464","06.06.2017","Net","Gr°msey"
"çorskur",8589,"1434","575464","06.06.2017","Net","Gr°msey"
"Karfi / Gullkarfi",170,"1434","575464","06.06.2017","Net","Gr°msey"
"Ufsi",112,"1434","574421","30.05.2017","Net","Gr°msey"
"ósa",24,"1434","574421","30.05.2017","Net","Gr°msey"
"Hlòri",42,"1434","574421","30.05.2017","Net","Gr°msey"
"çorskur",6802,"1434","574421","30.05.2017","Net","Gr°msey"
"Karfi / Gullkarfi",420,"1434","574421","30.05.2017","Net","Gr°msey"
"Ufsi",171,"1434","574291","29.05.2017","Net","Gr°msey"
"ósa",25,"1434","574291","29.05.2017","Net","Gr°msey"
"çorskur",5835,"1434","574291","29.05.2017","Net","Gr°msey"
"Karfi / Gullkarfi",470,"1434","574291","29.05.2017","Net","Gr°msey"
"Ufsi",155,"1434","573873","28.05.2017","Net","Gr°msey"
"ósa",17,"1434","573873","28.05.2017","Net","Gr°msey"
"çorskur",3790,"1434","573873","28.05.2017","Net","Gr°msey"
"Karfi / Gullkarfi",231,"1434","573873","28.05.2017","Net","Gr°msey"
"Ufsi",144,"1434","573866","26.05.2017","Net","Gr°msey"
"ósa",24,"1434","573866","26.05.2017","Net","Gr°msey"
"Hlòri",18,"1434","573866","26.05.2017","Net","Gr°msey"
"çorskur",8765,"1434","573866","26.05.2017","Net","Gr°msey"
"Karfi / Gullkarfi",137,"1434","573866","26.05.2017","Net","Gr°msey"
"Ufsi",156,"1434","573698","25.05.2017","Net","Gr°msey"
"ósa",30,"1434","573698","25.05.2017","Net","Gr°msey"
"Hlòri",18,"1434","573698","25.05.2017","Net","Gr°msey"
"çorskur",8157,"1434","573698","25.05.2017","Net","Gr°msey"
"Karfi / Gullkarfi",147,"1434","573698","25.05.2017","Net","Gr°msey"
"Ufsi",165,"1434","573692","24.05.2017","Net","Gr°msey"
"ósa",12,"1434","573692","24.05.2017","Net","Gr°msey"
"Hlòri",18,"1434","573692","24.05.2017","Net","Gr°msey"
"çorskur",11235,"1434","573692","24.05.2017","Net","Gr°msey"
"Karfi / Gullkarfi",148,"1434","573692","24.05.2017","Net","Gr°msey"
"Ufsi",308,"1434","573180","23.05.2017","Net","Gr°msey"
"ósa",93,"1434","573180","23.05.2017","Net","Gr°msey"
"Hlòri",9,"1434","573180","23.05.2017","Net","Gr°msey"
"çorskur",12485,"1434","573180","23.05.2017","Net","Gr°msey"
"Karfi / Gullkarfi",141,"1434","573180","23.05.2017","Net","Gr°msey"
"Ufsi",233,"1434","572602","22.05.2017","Net","Gr°msey"
"ósa",79,"1434","572602","22.05.2017","Net","Gr°msey"
"Hlòri",23,"1434","572602","22.05.2017","Net","Gr°msey"
"çorskur",13304,"1434","572602","22.05.2017","Net","Gr°msey"
"Gr†l£åa",38,"1434","572602","22.05.2017","Net","Gr°msey"
"Karfi / Gullkarfi",237,"1434","572602","22.05.2017","Net","Gr°msey"
"Ufsi",107,"1434","572032","19.05.2017","Net","Gr°msey"
"ósa",83,"1434","572032","19.05.2017","Net","Gr°msey"
"çorskur",8935,"1434","572032","19.05.2017","Net","Gr°msey"
"Karfi / Gullkarfi",226,"1434","572032","19.05.2017","Net","Gr°msey"
"Ufsi",40,"1434","571633","18.05.2017","Net","Gr°msey"
"ósa",69,"1434","571633","18.05.2017","Net","Gr°msey"
"Hlòri",11,"1434","571633","18.05.2017","Net","Gr°msey"
"çorskur",3729,"1434","571633","18.05.2017","Net","Gr°msey"
"Karfi / Gullkarfi",98,"1434","571633","18.05.2017","Net","Gr°msey"
"Ufsi",49,"1434","571630","17.05.2017","Net","Gr°msey"
"ósa",127,"1434","571630","17.05.2017","Net","Gr°msey"
"Hlòri",10,"1434","571630","17.05.2017","Net","Gr°msey"
"çorskur",8118,"1434","571630","17.05.2017","Net","Gr°msey"
"Gr†l£åa",2,"1434","571630","17.05.2017","Net","Gr°msey"
"Karfi / Gullkarfi",117,"1434","571630","17.05.2017","Net","Gr°msey"
"Ufsi",154,"1434","571171","16.05.2017","Net","Gr°msey"
"ósa",126,"1434","571171","16.05.2017","Net","Gr°msey"
"Hlòri",8,"1434","571171","16.05.2017","Net","Gr°msey"
"çorskur",9608,"1434","571171","16.05.2017","Net","Gr°msey"
"Gr†l£åa",48,"1434","571171","16.05.2017","Net","Gr°msey"
"Karfi / Gullkarfi",160,"1434","571171","16.05.2017","Net","Gr°msey"
"Ufsi",73,"1434","570136","14.05.2017","Net","Dalv°k"
"ósa",19,"1434","570136","14.05.2017","Net","Dalv°k"
"çorskur",2364,"1434","570136","14.05.2017","Net","Dalv°k"
"Ufsi",14,"1434","570095","13.05.2017","Net","Dalv°k"
"ósa",135,"1434","570095","13.05.2017","Net","Dalv°k"
"çorskur",2587,"1434","570095","13.05.2017","Net","Dalv°k"
"Ufsi",12,"1434","570079","12.05.2017","Net","Dalv°k"
"ósa",218,"1434","570079","12.05.2017","Net","Dalv°k"
"çorskur",2923,"1434","570079","12.05.2017","Net","Dalv°k"
"ósa",240,"1434","570019","11.05.2017","Net","Dalv°k"
"çorskur",2898,"1434","570019","11.05.2017","Net","Dalv°k"
"ósa",133,"1434","569972","10.05.2017","Net","Dalv°k"
"çorskur",2575,"1434","569972","10.05.2017","Net","Dalv°k"
"Ufsi",64,"1434","569916","09.05.2017","Net","Gr°msey"
"ósa",60,"1434","569916","09.05.2017","Net","Gr°msey"
"Hlòri",6,"1434","569916","09.05.2017","Net","Gr°msey"
"çorskur",3994,"1434","569916","09.05.2017","Net","Gr°msey"
"Karfi / Gullkarfi",60,"1434","569916","09.05.2017","Net","Gr°msey"
"Ufsi",92,"1434","569914","08.05.2017","Net","Gr°msey"
"ósa",87,"1434","569914","08.05.2017","Net","Gr°msey"
"Hlòri",14,"1434","569914","08.05.2017","Net","Gr°msey"
"çorskur",4449,"1434","569914","08.05.2017","Net","Gr°msey"
"Karfi / Gullkarfi",81,"1434","569914","08.05.2017","Net","Gr°msey"
"Ufsi",26,"1434","568753","07.05.2017","Net","Gr°msey"
"ósa",139,"1434","568753","07.05.2017","Net","Gr°msey"
"çorskur",3964,"1434","568753","07.05.2017","Net","Gr°msey"
"Karfi / Gullkarfi",48,"1434","568753","07.05.2017","Net","Gr°msey"
"Ufsi",2811,"1434","568747","06.05.2017","Net","Gr°msey"
"ósa",52,"1434","568747","06.05.2017","Net","Gr°msey"
"çorskur",2379,"1434","568747","06.05.2017","Net","Gr°msey"
"Karfi / Gullkarfi",52,"1434","568747","06.05.2017","Net","Gr°msey"
"Ufsi",87,"1434","568743","05.05.2017","Net","Gr°msey"
"ósa",54,"1434","568743","05.05.2017","Net","Gr°msey"
"çorskur",2410,"1434","568743","05.05.2017","Net","Gr°msey"
"Karfi / Gullkarfi",129,"1434","568743","05.05.2017","Net","Gr°msey"
"Ufsi",2452,"1434","568000","04.05.2017","Net","Gr°msey"
"ósa",61,"1434","568000","04.05.2017","Net","Gr°msey"
"Hlòri",18,"1434","568000","04.05.2017","Net","Gr°msey"
"çorskur",2190,"1434","568000","04.05.2017","Net","Gr°msey"
"Karfi / Gullkarfi",93,"1434","568000","04.05.2017","Net","Gr°msey"
"Ufsi",654,"1434","567470","03.05.2017","Net","Gr°msey"
"ósa",17,"1434","567470","03.05.2017","Net","Gr°msey"
"Hlòri",7,"1434","567470","03.05.2017","Net","Gr°msey"
"çorskur",1840,"1434","567470","03.05.2017","Net","Gr°msey"
"Karfi / Gullkarfi",16,"1434","567470","03.05.2017","Net","Gr°msey"
"Ufsi",3238,"1434","567157","02.05.2017","Net","Gr°msey"
"ósa",26,"1434","567157","02.05.2017","Net","Gr°msey"
"Hlòri",62,"1434","567157","02.05.2017","Net","Gr°msey"
"çorskur",1432,"1434","567157","02.05.2017","Net","Gr°msey"
"Ufsi",144,"1434","566716","29.04.2017","Net","Gr°msey"
"Hlòri",9,"1434","566716","29.04.2017","Net","Gr°msey"
"çorskur",1279,"1434","566716","29.04.2017","Net","Gr°msey"
"Ufsi",254,"1434","566714","28.04.2017","Net","Gr°msey"
"ósa",67,"1434","566714","28.04.2017","Net","Gr°msey"
"Hlòri",7,"1434","566714","28.04.2017","Net","Gr°msey"
"çorskur",1258,"1434","566714","28.04.2017","Net","Gr°msey"
"ósa",114,"1434","570845","25.04.2017","Net","Skagastrînd"
"Skarkoli",71,"1434","570845","25.04.2017","Net","Skagastrînd"
"çorskur",7264,"1434","570845","25.04.2017","Net","Skagastrînd"
"ósa",94,"1434","570844","24.04.2017","Net","Skagastrînd"
"Skarkoli",79,"1434","570844","24.04.2017","Net","Skagastrînd"
"çorskur",7436,"1434","570844","24.04.2017","Net","Skagastrînd"
"ósa",75,"1434","570843","23.04.2017","Net","Skagastrînd"
"Skarkoli",79,"1434","570843","23.04.2017","Net","Skagastrînd"
"çorskur",5751,"1434","570843","23.04.2017","Net","Skagastrînd"
"ósa",76,"1434","570842","22.04.2017","Net","Skagastrînd"
"Skarkoli",65,"1434","570842","22.04.2017","Net","Skagastrînd"
"çorskur",10400,"1434","570842","22.04.2017","Net","Skagastrînd"
"ósa",157,"1434","570841","21.04.2017","Net","Skagastrînd"
"Skarkoli",92,"1434","570841","21.04.2017","Net","Skagastrînd"
"çorskur",6402,"1434","570841","21.04.2017","Net","Skagastrînd"
"çorskur",5156,"1434","570840","20.04.2017","Net","Skagastrînd"
"ósa",94,"1434","567643","19.04.2017","Net","Skagastrînd"
"Hlòri",9,"1434","567643","19.04.2017","Net","Skagastrînd"
"Skarkoli",57,"1434","567643","19.04.2017","Net","Skagastrînd"
"çorskur",6354,"1434","567643","19.04.2017","Net","Skagastrînd"
"Gr†sleppa",25,"1434","567643","19.04.2017","Net","Skagastrînd"
"Steinb°tur",2,"1434","567643","19.04.2017","Net","Skagastrînd"
"ósa",61,"1434","567644","18.04.2017","Net","Skagastrînd"
"Skarkoli",58,"1434","567644","18.04.2017","Net","Skagastrînd"
"çorskur",7335,"1434","567644","18.04.2017","Net","Skagastrînd"
"ósa",130,"1434","567645","11.04.2017","Net","Skagastrînd"
"Skarkoli",99,"1434","567645","11.04.2017","Net","Skagastrînd"
"çorskur",2217,"1434","567645","11.04.2017","Net","Skagastrînd"
"Gr†sleppa",9,"1434","567645","11.04.2017","Net","Skagastrînd"
"Karfi / Gullkarfi",11,"1434","567645","11.04.2017","Net","Skagastrînd"
"ósa",121,"1434","567648","11.04.2017","Net","H¢lmav°k"
"Skarkoli",23,"1434","567648","11.04.2017","Net","H¢lmav°k"
"çorskur",2288,"1434","567648","11.04.2017","Net","H¢lmav°k"
"Gr†sleppa",65,"1434","567648","11.04.2017","Net","H¢lmav°k"
"çorskur",8344,"1434","564151","10.04.2017","Net","Hvammstangi"
"ósa",185,"1434","567646","09.04.2017","Net","Skagastrînd"
"Skarkoli",98,"1434","567646","09.04.2017","Net","Skagastrînd"
"çorskur",9110,"1434","567646","09.04.2017","Net","Skagastrînd"
"Gr†sleppa",20,"1434","567646","09.04.2017","Net","Skagastrînd"
"ósa",71,"1434","567641","07.04.2017","Net","Sauå†rkr¢kur"
"Skarkoli",112,"1434","567641","07.04.2017","Net","Sauå†rkr¢kur"
"çorskur",12236,"1434","567641","07.04.2017","Net","Sauå†rkr¢kur"
"Gr†sleppa",46,"1434","567641","07.04.2017","Net","Sauå†rkr¢kur"
"ósa",688,"1434","567640","05.04.2017","Net","Dalv°k"
"Skarkoli",7,"1434","567640","05.04.2017","Net","Dalv°k"
"çorskur",4646,"1434","567640","05.04.2017","Net","Dalv°k"
"Gr†sleppa",30,"1434","567640","05.04.2017","Net","Dalv°k"
"Karfi / Gullkarfi",8,"1434","567640","05.04.2017","Net","Dalv°k"
"Ufsi",60,"1434","567639","04.04.2017","Net","Dalv°k"
"ósa",179,"1434","567639","04.04.2017","Net","Dalv°k"
"Skarkoli",43,"1434","567639","04.04.2017","Net","Dalv°k"
"çorskur",3143,"1434","567639","04.04.2017","Net","Dalv°k"
"Rauåmagi",3,"1434","567639","04.04.2017","Net","Dalv°k"
"Gr†sleppa",92,"1434","567639","04.04.2017","Net","Dalv°k"
"Steinb°tur",7,"1434","567639","04.04.2017","Net","Dalv°k"
"Karfi / Gullkarfi",85,"1434","567639","04.04.2017","Net","Dalv°k"
"Ufsi",360,"1434","567637","03.04.2017","Net","H£sav°k"
"çorskur",8471,"1434","567637","03.04.2017","Net","H£sav°k"
"Ufsi",71,"1434","563466","01.04.2017","Net","K¢pasker"
"ósa",707,"1434","563466","01.04.2017","Net","K¢pasker"
"Skarkoli",134,"1434","563466","01.04.2017","Net","K¢pasker"
"çorskur",9302,"1434","563466","01.04.2017","Net","K¢pasker"
"ósa",115,"1434","563467","31.03.2017","Net","K¢pasker"
"Skarkoli",38,"1434","563467","31.03.2017","Net","K¢pasker"
"çorskur",20750,"1434","563467","31.03.2017","Net","K¢pasker"
"Gr†sleppa",94,"1434","563467","31.03.2017","Net","K¢pasker"
"ósa",633,"1434","567626","30.03.2017","Net","ç¢rshîfn"
"çorskur",16154,"1434","567626","30.03.2017","Net","ç¢rshîfn"
"Ufsi",177,"1434","562704","28.03.2017","Net","Gr°msey"
"ósa",18,"1434","562704","28.03.2017","Net","Gr°msey"
"Keila",33,"1434","562704","28.03.2017","Net","Gr°msey"
"Langa",13,"1434","562704","28.03.2017","Net","Gr°msey"
"Hlòri",41,"1434","562704","28.03.2017","Net","Gr°msey"
"çorskur",4929,"1434","562704","28.03.2017","Net","Gr°msey"
"Gr†l£åa",18,"1434","562704","28.03.2017","Net","Gr°msey"
"Steinb°tur",9,"1434","562704","28.03.2017","Net","Gr°msey"
"Karfi / Gullkarfi",765,"1434","562704","28.03.2017","Net","Gr°msey"
"Ufsi",52,"1434","562059","23.03.2017","Net","Gr°msey"
"ósa",167,"1434","562059","23.03.2017","Net","Gr°msey"
"Hlòri",31,"1434","562059","23.03.2017","Net","Gr°msey"
"çorskur",3257,"1434","562059","23.03.2017","Net","Gr°msey"
"Karfi / Gullkarfi",354,"1434","562059","23.03.2017","Net","Gr°msey"
"ósa",292,"1434","561890","22.03.2017","Net","Gr°msey"
"Hlòri",6,"1434","561890","22.03.2017","Net","Gr°msey"
"çorskur",4010,"1434","561890","22.03.2017","Net","Gr°msey"
"Karfi / Gullkarfi",67,"1434","561890","22.03.2017","Net","Gr°msey"
"ósa",376,"1434","561797","21.03.2017","Net","Gr°msey"
"Hlòri",13,"1434","561797","21.03.2017","Net","Gr°msey"
"çorskur",9696,"1434","561797","21.03.2017","Net","Gr°msey"
"Karfi / Gullkarfi",225,"1434","561797","21.03.2017","Net","Gr°msey"
"ósa",406,"1434","561796","20.03.2017","Net","Gr°msey"
"Hlòri",10,"1434","561796","20.03.2017","Net","Gr°msey"
"çorskur",7045,"1434","561796","20.03.2017","Net","Gr°msey"
"Karfi / Gullkarfi",216,"1434","561796","20.03.2017","Net","Gr°msey"
"ósa",257,"1434","561795","18.03.2017","Net","Gr°msey"
"Hlòri",8,"1434","561795","18.03.2017","Net","Gr°msey"
"çorskur",5031,"1434","561795","18.03.2017","Net","Gr°msey"
"Karfi / Gullkarfi",18,"1434","561795","18.03.2017","Net","Gr°msey"
"ósa",342,"1434","561460","17.03.2017","Net","Gr°msey"
"Hlòri",13,"1434","561460","17.03.2017","Net","Gr°msey"
"çorskur",6635,"1434","561460","17.03.2017","Net","Gr°msey"
"Karfi / Gullkarfi",48,"1434","561460","17.03.2017","Net","Gr°msey"
"ósa",202,"1434","561116","15.03.2017","Net","Gr°msey"
"çorskur",7932,"1434","561116","15.03.2017","Net","Gr°msey"
"ósa",183,"1434","561115","14.03.2017","Net","Gr°msey"
"Hlòri",8,"1434","561115","14.03.2017","Net","Gr°msey"
"çorskur",7235,"1434","561115","14.03.2017","Net","Gr°msey"
"Karfi / Gullkarfi",16,"1434","561115","14.03.2017","Net","Gr°msey"
"Ufsi",43,"1434","560980","13.03.2017","Net","Gr°msey"
"ósa",175,"1434","560980","13.03.2017","Net","Gr°msey"
"Hlòri",9,"1434","560980","13.03.2017","Net","Gr°msey"
"çorskur",9486,"1434","560980","13.03.2017","Net","Gr°msey"
"Ufsi",132,"1434","560724","12.03.2017","Net","Gr°msey"
"ósa",183,"1434","560724","12.03.2017","Net","Gr°msey"
"çorskur",13274,"1434","560724","12.03.2017","Net","Gr°msey"
"Ufsi",55,"1434","560572","10.03.2017","Net","Gr°msey"
"ósa",176,"1434","560572","10.03.2017","Net","Gr°msey"
"çorskur",12115,"1434","560572","10.03.2017","Net","Gr°msey"
"Ufsi",258,"1434","560571","09.03.2017","Net","Gr°msey"
"ósa",115,"1434","560571","09.03.2017","Net","Gr°msey"
"Hlòri",16,"1434","560571","09.03.2017","Net","Gr°msey"
"çorskur",12496,"1434","560571","09.03.2017","Net","Gr°msey"
"Ufsi",18,"1434","560567","08.03.2017","Net","Gr°msey"
"ósa",76,"1434","560567","08.03.2017","Net","Gr°msey"
"çorskur",7355,"1434","560567","08.03.2017","Net","Gr°msey"
"ósa",48,"1434","560284","07.03.2017","Net","Gr°msey"
"Hlòri",9,"1434","560284","07.03.2017","Net","Gr°msey"
"çorskur",8279,"1434","560284","07.03.2017","Net","Gr°msey"
"ósa",105,"1434","559885","04.03.2017","Net","Gr°msey"
"çorskur",9110,"1434","559885","04.03.2017","Net","Gr°msey"
"Ufsi",50,"1434","559816","03.03.2017","Net","Gr°msey"
"ósa",155,"1434","559816","03.03.2017","Net","Gr°msey"
"Hlòri",16,"1434","559816","03.03.2017","Net","Gr°msey"
"çorskur",17619,"1434","559816","03.03.2017","Net","Gr°msey"
"Karfi / Gullkarfi",22,"1434","559816","03.03.2017","Net","Gr°msey"
"ósa",233,"1434","559576","02.03.2017","Net","Gr°msey"
"çorskur",12613,"1434","559576","02.03.2017","Net","Gr°msey"
"ósa",113,"1434","559360","01.03.2017","Net","Gr°msey"
"çorskur",8046,"1434","559360","01.03.2017","Net","Gr°msey"
"ósa",181,"1434","559272","28.02.2017","Net","Gr°msey"
"Hlòri",16,"1434","559272","28.02.2017","Net","Gr°msey"
"çorskur",24398,"1434","559272","28.02.2017","Net","Gr°msey"
"Karfi / Gullkarfi",11,"1434","559272","28.02.2017","Net","Gr°msey"
"Ufsi",4,"1434","558980","24.02.2017","Net","Gr°msey"
"ósa",187,"1434","558980","24.02.2017","Net","Gr°msey"
"çorskur",14280,"1434","558980","24.02.2017","Net","Gr°msey"
"Ufsi",25,"1434","558690","21.02.2017","Net","Gr°msey"
"ósa",183,"1434","558690","21.02.2017","Net","Gr°msey"
"çorskur",22537,"1434","558690","21.02.2017","Net","Gr°msey"
"Karfi / Gullkarfi",16,"1434","558690","21.02.2017","Net","Gr°msey"
"Ufsi",73,"1434","558685","20.02.2017","Net","Gr°msey"
"ósa",157,"1434","558685","20.02.2017","Net","Gr°msey"
"çorskur",29833,"1434","558685","20.02.2017","Net","Gr°msey"
"Karfi / Gullkarfi",25,"1434","558685","20.02.2017","Net","Gr°msey"
"Ufsi",155,"1434","558423","19.02.2017","Net","Gr°msey"
"ósa",115,"1434","558423","19.02.2017","Net","Gr°msey"
"Langa",61,"1434","558423","19.02.2017","Net","Gr°msey"
"çorskur",13529,"1434","558423","19.02.2017","Net","Gr°msey"
"Karfi / Gullkarfi",177,"1434","558423","19.02.2017","Net","Gr°msey"
"Ufsi",121,"1434","558422","18.02.2017","Net","Gr°msey"
